employee_id,productivity,hours_worked,age,experience,department,day,quarter,education,designation
1085,0.453125,960,2.9,0,finishing,Thursday,Quarter1,Bachelor,Senior
801,0.35542803,5280,18.22,0,sweing,Monday,Quarter3,Bachelor,Senior
580,0.260978788,6600,24.26,0,sweing,Monday,Quarter1,Bachelor,Junior
161,0.800346445,4710,11.61,50,sweing,Saturday,Quarter2,Master,Junior
681,0.800401961,4080,15.26,63,sweing,Monday,Quarter2,High School,Junior
1128,0.271875,960,2.9,0,finishing,Sunday,Quarter2,Master,Lead
163,0.800117103,10620,26.16,63,sweing,Saturday,Quarter2,Bachelor,Junior
822,0.361071429,6720,30.33,0,sweing,Tuesday,Quarter3,High School,Lead
706,0.703770833,960,4.15,0,finishing,Tuesday,Quarter2,Bachelor,Junior
1004,0.447083333,960,2.9,0,finishing,Sunday,Quarter1,Master,Senior
878,0.627011183,3240,18.79,30,sweing,Sunday,Quarter4,Bachelor,Junior
896,0.700614035,6840,29.4,40,sweing,Monday,Quarter4,Bachelor,Junior
914,0.726933333,1800,2.9,0,finishing,Tuesday,Quarter4,Bachelor,Junior
1196,0.505888889,1800,2.9,0,finishing,Wednesday,Quarter2,Bachelor,Senior
153,0.851174114,10620,26.16,75,sweing,Saturday,Quarter2,Master,Lead
974,0.750395513,6240,18.79,45,sweing,Saturday,Quarter4,Bachelor,Junior
998,0.673083333,960,3.94,0,finishing,Sunday,Quarter1,Master,Junior
510,0.850170115,6960,29.12,53,sweing,Thursday,Quarter5,High School,Junior
112,0.813371212,1440,3.94,0,finishing,Wednesday,Quarter1,Bachelor,Lead
227,0.805909091,1440,3.94,0,finishing,Tuesday,Quarter2,Bachelor,Lead
981,0.500258046,6960,26.66,23,sweing,Saturday,Quarter4,Master,Senior
852,0.733277778,2400,3.94,0,finishing,Thursday,Quarter3,High School,Lead
104,0.61625,1440,2.9,0,finishing,Tuesday,Quarter1,High School,Lead
422,0.952020202,2160,4.3,0,finishing,Sunday,Quarter4,High School,Senior
420,0.961784512,1620,3.94,0,finishing,Sunday,Quarter4,Bachelor,Senior
625,0.906666667,1080,4.08,0,finishing,Thursday,Quarter1,High School,Lead
587,0.949981609,6960,22.52,100,sweing,Tuesday,Quarter1,Master,Senior
1058,0.799975862,6960,26.82,60,sweing,Wednesday,Quarter1,High School,Lead
920,0.471108491,6360,21.25,0,sweing,Tuesday,Quarter4,Master,Junior
673,0.355534483,6960,24.26,0,sweing,Sunday,Quarter2,High School,Junior
120,0.800128721,10170,25.9,50,sweing,Wednesday,Quarter1,Bachelor,Junior
54,0.759228395,4320,3.94,0,finishing,Sunday,Quarter1,High School,Senior
152,0.858143939,1440,3.94,0,finishing,Saturday,Quarter2,High School,Junior
404,0.80062987,10080,22.52,69,sweing,Saturday,Quarter4,Master,Senior
1186,0.750140741,5400,16.1,45,sweing,Wednesday,Quarter2,High School,Lead
208,0.8,10530,28.08,63,sweing,Monday,Quarter2,Master,Junior
1132,0.850446154,7020,26.82,65,sweing,Monday,Quarter2,Master,Lead
659,0.900135693,6780,22.52,88,sweing,Sunday,Quarter2,Master,Senior
1094,0.800578947,6840,29.4,63,sweing,Saturday,Quarter1,Bachelor,Lead
233,0.670075758,1440,2.9,0,finishing,Tuesday,Quarter2,Master,Junior
9,0.753097531,6000,19.87,34,sweing,Thursday,Quarter1,Master,Junior
160,0.800594466,10350,28.08,63,sweing,Saturday,Quarter2,Master,Senior
37,0.700134038,13800,23.69,0,sweing,Saturday,Quarter1,Master,Senior
453,0.70043672,6120,15.26,40,sweing,Monday,Quarter4,Bachelor,Lead
652,0.600224189,6780,30.1,30,sweing,Saturday,Quarter1,High School,Junior
254,0.600369686,5100,22.4,23,sweing,Wednesday,Quarter2,High School,Junior
304,0.800128721,10170,48.84,50,sweing,Sunday,Quarter3,High School,Lead
897,0.700362069,6960,29.4,30,sweing,Monday,Quarter4,High School,Lead
1046,0.309333333,3360,2.9,0,finishing,Tuesday,Quarter1,Bachelor,Lead
881,0.393548851,6960,30.1,0,sweing,Sunday,Quarter4,Master,Lead
572,0.740444444,1080,4.08,0,finishing,Monday,Quarter1,High School,Senior
624,0.9425,960,2.9,0,finishing,Thursday,Quarter1,High School,Lead
1140,0.794566667,0,3.94,960,finishing,Monday,Quarter2,Master,Junior
1028,0.800701754,0,11.41,50,sweing,Tuesday,Quarter1,Bachelor,Senior
1075,0.810111111,1800,4.6,0,finishing,Thursday,Quarter1,Bachelor,Junior
263,0.860653409,1440,4.15,0,finishing,Thursday,Quarter3,Master,Lead
611,0.700710417,3360,18.79,30,sweing,Wednesday,Quarter1,Master,Senior
298,0.452012539,10440,41.19,21,sweing,Saturday,Quarter3,Bachelor,Lead
990,0.75065101,3960,18.79,45,sweing,Sunday,Quarter1,Bachelor,Senior
415,0.34998951,9360,15.09,23,sweing,Saturday,Quarter4,Bachelor,Junior
151,0.911589744,6000,3.94,0,finishing,Saturday,Quarter2,Bachelor,Lead
946,0.800808642,4080,30.1,50,sweing,Thursday,Quarter4,Master,Junior
473,0.650307143,240,15.09,23,sweing,Tuesday,Quarter4,Master,Lead
953,0.750206897,6960,29.4,56,sweing,Thursday,Quarter4,High School,Lead
988,0.800401961,4080,15.26,63,sweing,Sunday,Quarter1,Bachelor,Lead
779,0.605208333,960,4.15,0,finishing,Sunday,Quarter3,Master,Lead
641,0.900129762,6720,22.52,88,sweing,Saturday,Quarter1,High School,Lead
1187,0.750050847,7080,26.82,45,sweing,Wednesday,Quarter2,High School,Lead
1197,0.394722222,720,2.9,0,finishing,Wednesday,Quarter2,High School,Junior
551,0.850532143,6720,22.52,75,sweing,Sunday,Quarter1,High School,Lead
640,0.900135693,6780,22.52,88,sweing,Saturday,Quarter1,Master,Lead
936,0.700058333,6240,21.82,0,sweing,Wednesday,Quarter4,Master,Junior
929,0.800401961,4080,15.26,50,sweing,Wednesday,Quarter4,Bachelor,Senior
489,0.750593103,6960,29.12,63,sweing,Wednesday,Quarter4,Master,Senior
820,0.586041667,960,3.94,0,finishing,Tuesday,Quarter3,Master,Senior
711,0.393548851,6960,30.1,30,sweing,Tuesday,Quarter2,Bachelor,Junior
1078,0.800401961,4080,15.26,50,sweing,Thursday,Quarter1,High School,Junior
148,0.233705476,10260,42.41,0,sweing,Thursday,Quarter2,Master,Senior
147,0.349951389,25920,12.52,38,sweing,Thursday,Quarter2,Master,Lead
1172,0.560625,960,3.9,0,finishing,Tuesday,Quarter2,Master,Junior
963,0.376597222,3360,4.6,0,finishing,Thursday,Quarter4,Master,Lead
346,0.72830303,1800,3.94,0,finishing,Tuesday,Quarter3,High School,Junior
403,0.800643806,10260,22.94,75,sweing,Saturday,Quarter4,Master,Junior
932,0.750503571,3360,11.61,45,sweing,Wednesday,Quarter4,Master,Junior
955,0.66237931,6960,30.33,0,sweing,Thursday,Quarter4,Bachelor,Senior
1122,0.700106061,4800,16.1,30,sweing,Sunday,Quarter2,Bachelor,Junior
660,0.900129762,6720,22.52,88,sweing,Sunday,Quarter2,Bachelor,Lead
771,0.800806306,1440,15.26,50,sweing,Sunday,Quarter3,Bachelor,Lead
349,0.639867424,1440,2.9,0,finishing,Tuesday,Quarter3,High School,Lead
464,0.850312684,6780,22.52,60,sweing,Tuesday,Quarter4,High School,Junior
187,0.653598485,1440,2.9,0,finishing,Sunday,Quarter2,Master,Junior
609,0.779791667,960,3.94,0,finishing,Wednesday,Quarter1,Master,Senior
144,0.712626263,2160,4.15,0,finishing,Thursday,Quarter2,Bachelor,Junior
752,0.902916667,2400,4.15,0,finishing,Saturday,Quarter2,High School,Senior
982,0.410833333,3360,2.9,0,finishing,Saturday,Quarter4,High School,Lead
198,0.858143939,1440,3.94,0,finishing,Monday,Quarter2,Master,Senior
884,0.283958333,960,5.13,0,finishing,Sunday,Quarter4,High School,Lead
280,0.980909091,1800,3.94,0,finishing,Saturday,Quarter3,High School,Junior
294,0.650198653,9720,22.52,35,sweing,Saturday,Quarter3,High School,Lead
1086,0.366053523,1200,30.1,0,sweing,Thursday,Quarter1,Master,Senior
401,0.870580808,2160,3.94,0,finishing,Saturday,Quarter4,Bachelor,Senior
123,0.681060606,1440,2.9,0,finishing,Wednesday,Quarter1,Bachelor,Lead
203,0.817424242,1440,2.9,0,finishing,Monday,Quarter2,High School,Senior
836,0.70009573,4560,18.79,30,sweing,Wednesday,Quarter3,Master,Junior
247,0.837594697,1440,2.9,0,finishing,Wednesday,Quarter2,Master,Lead
1137,0.800034503,3420,11.41,50,sweing,Monday,Quarter2,High School,Senior
385,0.649662222,15000,3.94,0,finishing,Thursday,Quarter4,Master,Senior
855,0.700540441,3480,11.41,30,sweing,Thursday,Quarter3,High School,Junior
220,0.901262626,1620,4.15,0,finishing,Tuesday,Quarter2,High School,Senior
642,0.899111111,1080,4.08,0,finishing,Saturday,Quarter1,High School,Junior
2,0.8865,960,3.94,0,finishing,Thursday,Quarter1,High School,Lead
113,0.805909091,1440,3.94,0,finishing,Wednesday,Quarter1,High School,Senior
699,0.853666667,1440,3.94,0,finishing,Tuesday,Quarter2,High School,Senior
952,0.750371895,5640,18.79,45,sweing,Thursday,Quarter4,High School,Lead
1076,0.800701754,3420,11.41,50,sweing,Thursday,Quarter1,Master,Senior
442,0.910378788,1800,3.94,0,finishing,Monday,Quarter4,Master,Lead
664,0.840888889,1800,4.15,0,finishing,Sunday,Quarter2,Bachelor,Lead
1093,0.800746552,6960,26.82,60,sweing,Saturday,Quarter1,Bachelor,Lead
318,0.235795455,1440,3.94,0,finishing,Sunday,Quarter3,Bachelor,Junior
649,0.750027778,3240,10.05,45,sweing,Saturday,Quarter1,Bachelor,Lead
710,0.500801724,6960,30.1,23,sweing,Tuesday,Quarter2,Master,Junior
973,0.750425926,4560,29.4,56,sweing,Saturday,Quarter4,Master,Senior
628,0.800612676,720,15.26,38,sweing,Thursday,Quarter1,Bachelor,Senior
633,0.562212644,6960,30.1,0,sweing,Thursday,Quarter1,Master,Senior
1169,0.650044068,7080,26.82,26,sweing,Tuesday,Quarter2,Master,Senior
1104,0.528125,1920,3.9,0,finishing,Saturday,Quarter1,Bachelor,Senior
796,0.722333333,1800,4.15,0,finishing,Monday,Quarter3,High School,Lead
646,0.799963218,6960,29.12,50,sweing,Saturday,Quarter1,Master,Lead
1013,0.800149813,4680,29.4,50,sweing,Monday,Quarter1,High School,Lead
557,0.700508929,6120,20.1,75,sweing,Sunday,Quarter1,High School,Junior
682,0.800161172,5400,22.52,50,sweing,Monday,Quarter2,Bachelor,Lead
578,0.295307738,6720,24.26,0,sweing,Monday,Quarter1,Bachelor,Senior
525,0.971866667,1800,3.94,0,finishing,Saturday,Quarter5,High School,Junior
1060,0.750395513,6240,18.79,34,sweing,Wednesday,Quarter1,Master,Senior
541,0.388830357,6720,23.54,0,sweing,Saturday,Quarter5,Bachelor,Junior
749,0.350301724,6960,30.1,0,sweing,Thursday,Quarter2,High School,Senior
1107,0.951944444,1440,4.6,0,finishing,Sunday,Quarter2,Master,Senior
485,0.840533333,1200,3.94,0,finishing,Wednesday,Quarter4,High School,Senior
96,0.800140969,5310,11.61,50,sweing,Tuesday,Quarter1,High School,Senior
1021,0.70013604,3600,21.82,30,sweing,Monday,Quarter1,Master,Junior
564,0.900158405,7020,22.52,88,sweing,Monday,Quarter1,Master,Senior
743,0.58,240,4.15,0,finishing,Thursday,Quarter2,Master,Junior
864,0.249416667,5760,19.68,0,sweing,Thursday,Quarter3,Master,Senior
892,0.750770115,6960,30.1,45,sweing,Monday,Quarter4,High School,Junior
1039,0.699984417,5040,21.82,30,sweing,Tuesday,Quarter1,Master,Lead
207,0.80007657,4470,11.61,50,sweing,Monday,Quarter2,Bachelor,Lead
393,0.327407407,5400,4.08,0,finishing,Thursday,Quarter4,High School,Junior
795,0.750356125,7020,30.1,0,sweing,Monday,Quarter3,Bachelor,Senior
871,0.78375,2400,5.13,0,finishing,Sunday,Quarter4,Master,Junior
398,0.900321106,10260,22.52,94,sweing,Saturday,Quarter4,Master,Lead
767,1.1204375,960,3.94,0,finishing,Sunday,Quarter3,Master,Senior
1097,0.749987124,3480,18.79,45,sweing,Saturday,Quarter1,Bachelor,Lead
1029,0.800566092,6960,26.66,60,sweing,Tuesday,Quarter1,Master,Senior
643,0.870083333,1200,3.94,0,finishing,Saturday,Quarter1,Bachelor,Junior
613,0.700278846,6120,10.05,60,sweing,Wednesday,Quarter1,High School,Senior
961,0.4078125,960,2.9,0,finishing,Thursday,Quarter4,High School,Lead
726,0.618361111,1440,3.94,0,finishing,Wednesday,Quarter2,High School,Lead
684,0.790003236,3300,30.1,50,sweing,Monday,Quarter2,High School,Senior
99,0.80007657,4470,11.61,38,sweing,Tuesday,Quarter1,High School,Junior
805,0.927541667,960,3.94,0,finishing,Tuesday,Quarter3,Bachelor,Junior
407,0.750079323,6120,15.26,40,sweing,Saturday,Quarter4,High School,Lead
503,0.900129762,6720,22.52,88,sweing,Thursday,Quarter5,Master,Junior
1072,0.868888889,1080,4.6,0,finishing,Thursday,Quarter1,High School,Senior
1057,0.800055762,3960,30.1,50,sweing,Wednesday,Quarter1,High School,Junior
930,0.800115819,7080,30.1,50,sweing,Wednesday,Quarter4,Bachelor,Senior
780,0.604166667,960,2.9,0,finishing,Sunday,Quarter3,High School,Lead
201,0.850136766,10170,25.9,60,sweing,Monday,Quarter2,High School,Senior
135,0.835757576,1440,3.94,0,finishing,Thursday,Quarter2,Master,Junior
1052,0.806879167,960,3.94,0,finishing,Wednesday,Quarter1,High School,Lead
41,0.991388889,1560,4.15,0,finishing,Sunday,Quarter1,High School,Lead
1018,0.750395513,6240,18.79,45,sweing,Monday,Quarter1,High School,Junior
231,0.705576584,9900,42.27,54,sweing,Tuesday,Quarter2,Master,Lead
379,0.750068049,10260,22.52,63,sweing,Thursday,Quarter4,High School,Junior
289,0.800117103,10620,26.16,63,sweing,Saturday,Quarter3,Bachelor,Junior
419,0.970075758,1440,3.94,0,finishing,Sunday,Quarter4,Master,Junior
392,0.397743056,4800,2.9,0,finishing,Thursday,Quarter4,Master,Lead
593,0.700513566,5760,25.31,60,sweing,Tuesday,Quarter1,Bachelor,Senior
1087,0.26369382,2640,22.53,0,sweing,Thursday,Quarter1,High School,Senior
648,0.750520115,1560,18.79,34,sweing,Saturday,Quarter1,High School,Senior
521,0.971866667,1200,3.94,0,finishing,Saturday,Quarter5,High School,Senior
65,0.875390625,1920,4.15,0,finishing,Monday,Quarter1,Bachelor,Junior
15,0.676666667,960,2.9,0,finishing,Thursday,Quarter1,Bachelor,Senior
1065,0.5403125,960,3.9,0,finishing,Wednesday,Quarter1,Bachelor,Senior
493,0.500567308,5880,20.1,46,sweing,Wednesday,Quarter4,High School,Junior
380,0.742901235,9000,4.15,0,finishing,Thursday,Quarter4,Master,Senior
188,0.609138258,1440,4.15,0,finishing,Sunday,Quarter2,Master,Senior
764,0.500801724,6960,30.1,30,sweing,Saturday,Quarter2,Bachelor,Junior
217,0.952020202,2160,4.3,0,finishing,Tuesday,Quarter2,Bachelor,Junior
792,0.800312375,3720,15.26,38,sweing,Monday,Quarter3,Master,Senior
1077,0.800534979,1800,29.4,63,sweing,Thursday,Quarter1,Master,Junior
879,0.626577778,8160,30.1,33,sweing,Sunday,Quarter4,High School,Lead
338,1.033570076,1440,4.15,0,finishing,Tuesday,Quarter3,Bachelor,Junior
720,0.800947475,3480,18.79,38,sweing,Wednesday,Quarter2,Master,Lead
296,0.600273268,10080,14.89,38,sweing,Saturday,Quarter3,Bachelor,Senior
1017,0.750473684,6840,29.4,45,sweing,Monday,Quarter1,Bachelor,Junior
456,0.350066986,10260,28.08,23,sweing,Monday,Quarter4,Master,Lead
816,0.656666667,960,5.13,0,finishing,Tuesday,Quarter3,High School,Junior
270,0.80003139,4950,11.61,50,sweing,Thursday,Quarter3,High School,Lead
996,0.683550607,1800,30.33,0,sweing,Sunday,Quarter1,Bachelor,Junior
202,0.850136766,10170,25.9,60,sweing,Monday,Quarter2,Bachelor,Senior
162,0.800343766,5490,11.41,50,sweing,Saturday,Quarter2,Master,Lead
730,0.507903226,3240,11.41,0,sweing,Wednesday,Quarter2,Bachelor,Junior
402,0.858585859,1620,4.08,0,finishing,Saturday,Quarter4,Bachelor,Junior
703,0.750797009,2400,18.79,0,sweing,Tuesday,Quarter2,High School,Lead
1130,0.902962963,0,4.6,1080,finishing,Monday,Quarter2,High School,Lead
566,0.900129762,6720,22.52,88,sweing,Monday,Quarter1,Bachelor,Junior
1022,0.632361111,3360,2.9,0,finishing,Monday,Quarter1,Bachelor,Lead
1026,0.999533333,4200,4.6,0,finishing,Tuesday,Quarter1,Bachelor,Junior
1105,0.500528095,2280,23.41,0,sweing,Saturday,Quarter1,High School,Lead
206,0.800181818,5670,11.41,50,sweing,Monday,Quarter2,Master,Senior
35,0.75024303,6600,19.87,45,sweing,Saturday,Quarter1,Master,Lead
776,0.700573099,5880,30.1,40,sweing,Sunday,Quarter3,Bachelor,Senior
509,0.850362069,6960,22.94,81,sweing,Thursday,Quarter5,Bachelor,Lead
1181,0.800034503,3420,11.41,50,sweing,Wednesday,Quarter2,Master,Lead
92,0.805909091,1440,3.94,0,finishing,Tuesday,Quarter1,High School,Junior
898,0.60128,6000,18.79,40,sweing,Monday,Quarter4,Bachelor,Lead
565,0.90014152,6840,22.52,70,sweing,Monday,Quarter1,Master,Lead
777,0.681598039,4080,18.79,0,sweing,Sunday,Quarter3,Master,Senior
242,0.891723485,1440,3.94,0,finishing,Wednesday,Quarter2,High School,Senior
14,0.705916667,960,3.94,0,finishing,Thursday,Quarter1,Master,Senior
316,0.582045455,1800,3.94,0,finishing,Sunday,Quarter3,Bachelor,Lead
601,1.000230409,6840,22.52,113,sweing,Wednesday,Quarter1,High School,Lead
388,0.60041361,10260,22.52,23,sweing,Thursday,Quarter4,Bachelor,Senior
167,0.670075758,1440,2.9,0,finishing,Saturday,Quarter2,Bachelor,Senior
841,0.328131579,6840,30.33,0,sweing,Wednesday,Quarter3,Bachelor,Junior
21,0.987880435,5640,2.9,0,finishing,Saturday,Quarter1,High School,Lead
647,0.771583333,960,3.94,0,finishing,Saturday,Quarter1,High School,Senior
1155,0.881575,960,3.94,0,finishing,Tuesday,Quarter2,Master,Senior
832,0.75065101,3960,18.79,34,sweing,Wednesday,Quarter3,Bachelor,Junior
563,0.994270833,960,3.94,0,finishing,Monday,Quarter1,High School,Senior
1168,0.700051852,5400,16.1,40,sweing,Tuesday,Quarter2,Bachelor,Junior
687,0.700618234,7020,30.1,40,sweing,Monday,Quarter2,Master,Lead
958,0.495617514,7080,30.1,32,sweing,Thursday,Quarter4,High School,Junior
190,0.597348485,1440,2.9,0,finishing,Sunday,Quarter2,Master,Junior
976,0.700211111,4560,30.33,0,sweing,Saturday,Quarter4,High School,Lead
700,0.8008,2160,29.12,38,sweing,Tuesday,Quarter2,Bachelor,Junior
511,0.800473729,7080,20.79,81,sweing,Thursday,Quarter5,Master,Junior
1083,0.700422,6000,21.82,30,sweing,Thursday,Quarter1,High School,Lead
475,0.6225,960,2.9,0,finishing,Tuesday,Quarter4,Bachelor,Junior
857,0.684027778,1920,5.13,0,finishing,Thursday,Quarter3,Bachelor,Junior
748,0.441392,6000,22.52,0,sweing,Thursday,Quarter2,Bachelor,Senior
253,0.667329545,1440,2.9,0,finishing,Wednesday,Quarter2,Master,Junior
22,0.956270833,960,4.15,0,finishing,Saturday,Quarter1,High School,Lead
460,0.940625,1440,4.3,0,finishing,Tuesday,Quarter4,High School,Lead
277,0.500025069,9900,14.89,30,sweing,Thursday,Quarter3,Master,Junior
956,0.590617284,3780,4.6,0,finishing,Thursday,Quarter4,Bachelor,Junior
386,0.626822917,4800,2.9,0,finishing,Thursday,Quarter4,Bachelor,Lead
806,0.91375,1200,5.13,0,finishing,Tuesday,Quarter3,Master,Junior
344,0.750037968,8460,22.52,50,sweing,Tuesday,Quarter3,High School,Junior
770,0.876444444,1080,4.08,0,finishing,Sunday,Quarter3,Master,Junior
131,0.850502311,10620,26.16,75,sweing,Thursday,Quarter2,Master,Lead
872,0.753525,2400,3.94,0,finishing,Sunday,Quarter4,Bachelor,Junior
1124,0.600528571,6720,30.48,0,sweing,Sunday,Quarter2,Master,Lead
88,0.858143939,1440,3.94,0,finishing,Tuesday,Quarter1,High School,Junior
331,0.683806818,1440,2.9,0,finishing,Monday,Quarter3,High School,Senior
467,0.803541667,960,4.15,0,finishing,Tuesday,Quarter4,High School,Lead
122,0.700480831,9720,21.98,40,sweing,Wednesday,Quarter1,Master,Junior
1045,0.354444444,3360,4.6,0,finishing,Tuesday,Quarter1,Bachelor,Junior
1096,0.7975,960,2.9,0,finishing,Saturday,Quarter1,High School,Junior
1131,0.864342593,0,3.94,2880,finishing,Monday,Quarter2,Bachelor,Lead
861,0.611140537,0,30.1,0,sweing,Thursday,Quarter3,Bachelor,Junior
1127,0.441041667,960,2.9,0,finishing,Sunday,Quarter2,Master,Senior
