log_id,server_id,location,check_date,check_type,issue_detected,issue_category,cpu_usage,memory_usage,disk_usage,temp_abnormal_flag,uptime_days,auto_alert_triggered,fix_required,fix_duration_hours
CHK006886,SRV0286,17사단,2024-07-21 20:00:00,일간,0,디스크,47.6,24.7,24.8,0,174,1,0,2.63
CHK006887,SRV0287,19사단,2024-12-28 20:00:00,주간,0,CPU과부하,18.5,38.9,33.1,0,428,0,0,4.43
CHK006888,SRV0288,11사단,2024-11-20 10:00:00,월간,1,전력,39.2,15.4,16.0,0,137,1,1,5.97
CHK006889,SRV0289,11사단,2024-11-28 21:00:00,일간,0,없음,46.9,35.7,1.4,0,236,1,0,4.06
CHK006890,SRV0290,16사단,2024-12-30 23:00:00,월간,0,CPU과부하,19.3,29.5,20.4,1,77,1,1,2.27
CHK006891,SRV0291,20사단,2024-07-26 20:00:00,주간,0,없음,29.6,28.0,42.3,1,233,1,0,4.49
CHK006892,SRV0292,21사단,2024-09-04 06:00:00,일간,1,디스크,29.5,29.7,16.1,0,118,1,1,3.42
CHK006893,SRV0293,11사단,2024-07-07 23:00:00,주간,0,디스크,24.2,21.7,38.4,0,344,1,0,2.01
CHK006894,SRV0294,11사단,2024-12-14 22:00:00,주간,0,없음,35.7,38.5,21.8,1,92,0,1,0.8
CHK006895,SRV0295,23사단,2024-12-04 23:00:00,월간,0,CPU과부하,17.8,24.8,35.4,1,157,1,1,2.25
CHK006896,SRV0296,15사단,2024-12-06 01:00:00,일간,0,없음,22.6,25.1,31.8,1,177,0,1,3.23
CHK006897,SRV0297,11사단,2024-07-02 22:00:00,주간,0,없음,42.5,29.6,23.9,1,148,1,1,3.84
CHK006898,SRV0298,13사단,2024-12-22 10:00:00,월간,0,CPU과부하,41.6,49.7,34.9,1,352,1,0,1.61
CHK006899,SRV0299,19사단,2024-07-29 09:00:00,월간,0,디스크,17.6,25.6,36.6,0,361,0,1,3.06
CHK006900,SRV0300,24사단,2024-08-18 08:00:00,주간,0,CPU과부하,94.15859334286485,87.84615257378586,45.1,1,120,0,0,2.16
CHK006901,SRV0001,정보통신대,2024-08-01 14:00:00,주간,1,전력,17.8,24.0,17.6,1,221,1,0,1.45
CHK006902,SRV0002,24사단,2024-08-31 13:00:00,월간,0,없음,15.4,36.6,29.7,0,75,1,0,2.47
CHK006903,SRV0003,14사단,2024-07-17 21:00:00,월간,0,디스크,15.5,34.2,37.3,1,177,0,1,1.14
CHK006904,SRV0004,15사단,2024-12-05 16:00:00,일간,0,전력,32.7,23.9,31.2,0,206,0,1,5.6
CHK006905,SRV0005,정보통신대,2024-11-21 19:00:00,주간,1,CPU과부하,17.6,44.8,16.5,0,187,1,0,1.89
CHK006906,SRV0006,12사단,2024-07-08 06:00:00,월간,0,전력,21.0,75.8,22.6,1,109,0,0,6.77
CHK006907,SRV0007,15사단,2024-07-31 11:00:00,주간,0,디스크,16.1,44.5,21.8,0,28,1,0,2.48
CHK006908,SRV0008,14사단,2024-08-02 11:00:00,주간,0,디스크,17.6,17.0,13.6,1,272,0,1,3.64
CHK006909,SRV0009,14사단,2024-07-25 05:00:00,주간,0,없음,40.7,22.7,22.4,0,281,0,0,1.17
CHK006910,SRV0010,16사단,2024-08-17 17:00:00,월간,0,전력,39.2,41.1,36.5,1,45,1,0,2.72
CHK006911,SRV0011,23사단,2024-09-21 22:00:00,일간,1,CPU과부하,14.1,29.5,28.2,0,210,0,0,7.58
CHK006912,SRV0012,15사단,2024-11-08 02:00:00,일간,0,CPU과부하,35.7,72.4,30.0,1,19,1,1,1.36
CHK006913,SRV0013,17사단,2024-09-07 02:00:00,월간,0,전력,25.1,18.9,24.4,0,36,1,1,1.89
CHK006914,SRV0014,11사단,2024-08-20 04:00:00,일간,0,없음,35.9,31.2,40.7,1,198,0,1,1.43
CHK006915,SRV0015,24사단,2024-11-21 00:00:00,일간,1,디스크,27.1,35.5,24.4,0,97,1,0,5.73
CHK006916,SRV0016,14사단,2024-08-31 16:00:00,일간,1,디스크,38.9,43.5,19.0,1,111,0,1,4.83
CHK006917,SRV0017,정보통신대,2024-12-18 08:00:00,월간,0,CPU과부하,34.7,13.7,19.7,1,154,1,1,2.16
CHK006918,SRV0018,24사단,2024-10-25 03:00:00,월간,1,전력,15.5,42.8,24.4,0,110,1,1,3.27
CHK006919,SRV0019,기술지원대,2024-09-04 08:00:00,월간,0,없음,30.8,24.6,29.1,1,242,0,0,0.96
CHK006920,SRV0020,24사단,2024-07-31 04:00:00,주간,0,전력,32.5,32.0,18.4,0,250,1,1,0.94
CHK006921,SRV0021,기술지원대,2024-10-08 22:00:00,주간,1,없음,31.8,34.5,21.4,1,126,0,0,1.44
CHK006922,SRV0022,18사단,2024-09-07 23:00:00,일간,0,디스크,33.1,35.0,53.4,0,12,1,0,3.61
CHK006923,SRV0023,13사단,2024-07-24 17:00:00,월간,1,디스크,32.3,37.6,38.0,1,253,0,0,3.37
CHK006924,SRV0024,11사단,2024-12-20 04:00:00,월간,0,CPU과부하,47.6,23.7,17.8,1,109,0,1,0.28
CHK006925,SRV0025,12사단,2024-07-23 02:00:00,월간,0,디스크,12.2,37.2,34.3,0,91,0,0,2.69
CHK006926,SRV0026,25사단,2024-09-01 21:00:00,일간,0,CPU과부하,23.0,50.1,15.6,1,99,1,1,2.91
CHK006927,SRV0027,20사단,2024-10-22 05:00:00,일간,1,없음,88.36898186307403,90.85603396096518,30.3,1,91,1,0,1.96
CHK006928,SRV0028,24사단,2024-07-06 23:00:00,일간,0,CPU과부하,17.7,41.9,24.1,0,176,0,1,3.3
CHK006929,SRV0029,정보통신대,2024-07-30 00:00:00,월간,0,전력,32.6,19.0,31.7,1,413,1,1,4.45
CHK006930,SRV0030,23사단,2024-09-01 07:00:00,월간,1,디스크,15.1,39.2,14.3,0,40,0,0,2.63
CHK006931,SRV0031,11사단,2024-07-28 00:00:00,월간,1,없음,29.7,22.5,37.5,0,264,1,1,5.92
CHK006932,SRV0032,15사단,2024-08-22 05:00:00,주간,0,디스크,20.6,32.8,21.3,0,198,1,1,2.54
CHK006933,SRV0033,23사단,2024-08-21 13:00:00,월간,0,전력,41.0,17.7,34.6,1,123,1,1,2.31
CHK006934,SRV0034,24사단,2024-11-16 01:00:00,월간,0,전력,9.9,24.1,22.8,1,61,1,0,2.62
CHK006935,SRV0035,13사단,2024-08-22 03:00:00,일간,0,전력,22.3,29.5,22.8,0,113,1,0,2.74
CHK006936,SRV0036,25사단,2024-07-07 05:00:00,일간,0,CPU과부하,42.0,35.0,18.1,1,294,0,1,4.39
CHK006937,SRV0037,정보통신대,2024-09-05 08:00:00,일간,1,CPU과부하,16.4,21.0,37.8,1,178,0,0,4.6
CHK006938,SRV0038,13사단,2024-10-24 10:00:00,주간,1,전력,18.2,24.3,19.3,0,154,0,1,2.99
CHK006939,SRV0039,기술지원대,2024-08-06 13:00:00,일간,0,디스크,23.4,41.8,38.9,0,62,1,1,4.96
CHK006940,SRV0040,24사단,2024-11-24 07:00:00,월간,1,없음,34.8,22.4,19.1,0,416,1,0,1.95
CHK006941,SRV0041,22사단,2024-11-12 06:00:00,주간,0,CPU과부하,24.1,22.0,21.9,1,171,1,1,3.79
CHK006942,SRV0042,22사단,2024-10-28 22:00:00,주간,0,전력,24.0,23.7,26.0,0,230,0,0,5.6
CHK006943,SRV0043,21사단,2024-07-03 02:00:00,주간,0,없음,32.7,28.9,7.1,1,386,0,1,3.85
CHK006944,SRV0044,정보통신대,2024-07-18 12:00:00,월간,0,디스크,29.9,35.8,28.7,0,281,0,1,2.44
CHK006945,SRV0045,18사단,2024-10-05 04:00:00,월간,0,전력,30.5,38.5,31.7,0,284,1,0,2.75
CHK006946,SRV0046,정보통신대,2024-09-30 03:00:00,주간,0,CPU과부하,15.9,19.9,18.5,0,28,0,1,1.12
CHK006947,SRV0047,21사단,2024-11-21 14:00:00,일간,0,없음,28.2,16.0,23.9,0,218,0,0,2.47
CHK006948,SRV0048,12사단,2024-12-04 17:00:00,일간,1,디스크,87.48832115437723,90.39904544647185,11.6,1,222,0,0,2.06
CHK006949,SRV0049,20사단,2024-12-24 13:00:00,일간,0,없음,86.0153756813403,92.12589211800086,18.9,1,263,1,0,3.44
CHK006950,SRV0050,20사단,2024-12-21 18:00:00,주간,1,없음,13.7,45.7,11.4,1,285,1,1,4.98
CHK006951,SRV0051,21사단,2024-12-04 05:00:00,주간,0,디스크,29.9,30.5,24.6,1,233,1,1,2.61
CHK006952,SRV0052,16사단,2024-10-17 17:00:00,일간,0,CPU과부하,29.2,20.5,26.8,1,455,0,0,2.75
CHK006953,SRV0053,14사단,2024-08-24 06:00:00,월간,1,CPU과부하,31.8,16.8,42.5,0,251,0,0,3.27
CHK006954,SRV0054,22사단,2024-09-29 18:00:00,주간,0,없음,39.8,39.5,21.5,1,148,0,0,2.66
CHK006955,SRV0055,21사단,2024-11-03 16:00:00,주간,0,전력,25.8,27.3,34.0,0,222,1,0,4.75
CHK006956,SRV0056,23사단,2024-12-16 10:00:00,주간,0,없음,20.6,38.5,20.6,1,126,1,1,1.94
CHK006957,SRV0057,15사단,2024-07-05 01:00:00,주간,1,CPU과부하,33.4,22.6,27.8,0,162,0,1,3.04
CHK006958,SRV0058,16사단,2024-10-19 23:00:00,주간,0,전력,42.8,17.6,28.4,1,264,1,1,5.82
CHK006959,SRV0059,11사단,2024-07-12 09:00:00,월간,0,CPU과부하,35.9,15.1,28.2,1,195,0,1,1.63
CHK006960,SRV0060,16사단,2024-10-14 19:00:00,주간,0,CPU과부하,25.8,35.2,23.8,1,82,1,1,3.87
CHK006961,SRV0061,19사단,2024-09-13 09:00:00,일간,0,디스크,16.9,12.5,11.0,1,255,1,1,3.09
CHK006962,SRV0062,25사단,2024-07-28 06:00:00,주간,0,디스크,20.7,44.6,21.3,1,104,0,1,2.03
CHK006963,SRV0063,18사단,2024-11-19 12:00:00,주간,1,CPU과부하,44.4,17.2,65.0,0,224,1,1,2.09
CHK006964,SRV0064,기술지원대,2024-08-30 18:00:00,일간,0,디스크,23.5,41.6,35.4,1,200,1,1,1.35
CHK006965,SRV0065,16사단,2024-12-17 07:00:00,월간,0,디스크,18.5,41.6,11.9,0,251,0,0,5.17
CHK006966,SRV0066,16사단,2024-12-25 00:00:00,주간,0,CPU과부하,38.4,36.2,31.7,1,151,1,0,1.24
CHK006967,SRV0067,13사단,2024-07-11 19:00:00,일간,1,디스크,35.0,29.4,19.6,0,294,0,1,1.32
CHK006968,SRV0068,20사단,2024-10-15 15:00:00,주간,0,디스크,24.9,54.6,23.8,1,166,0,1,6.01
CHK006969,SRV0069,11사단,2024-11-15 14:00:00,월간,0,없음,9.7,20.9,21.2,0,215,0,0,4.44
CHK006970,SRV0070,24사단,2024-10-11 14:00:00,주간,1,없음,10.8,49.2,19.2,0,444,1,1,2.56
CHK006971,SRV0071,14사단,2024-11-30 15:00:00,일간,0,전력,21.4,32.5,34.4,1,307,1,0,3.75
CHK006972,SRV0072,22사단,2024-07-06 10:00:00,일간,0,디스크,13.7,36.6,32.1,0,109,0,1,1.67
CHK006973,SRV0073,16사단,2024-07-17 14:00:00,월간,0,없음,23.9,34.7,30.0,1,148,0,0,2.71
CHK006974,SRV0074,21사단,2024-07-16 23:00:00,월간,0,CPU과부하,14.7,26.8,29.6,0,154,0,0,1.6
CHK006975,SRV0075,22사단,2024-09-04 03:00:00,일간,0,디스크,18.6,40.6,21.5,1,172,0,0,4.69
CHK006976,SRV0076,20사단,2024-09-21 05:00:00,주간,0,CPU과부하,17.5,22.1,19.8,1,127,1,0,2.69
CHK006977,SRV0077,17사단,2024-09-13 08:00:00,주간,1,없음,24.2,31.7,10.3,0,385,0,1,0.86
CHK006978,SRV0078,17사단,2024-11-04 02:00:00,일간,0,전력,31.2,44.3,16.0,1,94,0,0,3.71
CHK006979,SRV0079,21사단,2024-07-18 14:00:00,주간,0,전력,11.7,22.5,31.3,1,182,0,1,3.72
CHK006980,SRV0080,14사단,2024-09-27 21:00:00,주간,0,전력,36.1,43.3,23.7,1,36,1,0,1.05
CHK006981,SRV0081,11사단,2024-10-02 16:00:00,일간,0,전력,37.2,22.9,11.9,1,111,0,0,2.24
CHK006982,SRV0082,23사단,2024-10-22 10:00:00,주간,1,전력,47.3,38.6,25.6,0,84,0,0,2.81
CHK006983,SRV0083,19사단,2024-10-07 12:00:00,월간,0,전력,26.7,20.4,11.9,0,33,1,0,7.57
CHK006984,SRV0084,19사단,2024-09-01 13:00:00,주간,1,없음,20.2,34.0,22.5,0,237,0,0,3.55
CHK006985,SRV0085,19사단,2024-12-11 17:00:00,주간,0,없음,13.7,32.8,16.5,0,39,0,1,1.68
CHK006986,SRV0086,20사단,2024-11-10 13:00:00,월간,1,CPU과부하,39.1,32.1,13.4,0,126,0,0,2.62
CHK006987,SRV0087,12사단,2024-07-25 11:00:00,월간,0,없음,22.7,24.9,28.7,1,196,0,0,3.39
CHK006988,SRV0088,16사단,2024-10-29 06:00:00,주간,0,없음,27.2,35.2,38.7,0,230,0,0,2.06
CHK006989,SRV0089,25사단,2024-11-17 07:00:00,주간,0,없음,33.2,30.3,40.9,1,100,0,1,1.77
CHK006990,SRV0090,13사단,2024-08-31 20:00:00,월간,1,전력,30.5,30.9,17.3,0,48,1,0,1.29
CHK006991,SRV0091,21사단,2024-08-22 02:00:00,주간,1,없음,30.4,56.4,31.7,0,128,0,1,2.46
CHK006992,SRV0092,16사단,2024-10-26 00:00:00,일간,0,디스크,31.7,19.7,35.5,0,68,1,0,2.04
CHK006993,SRV0093,13사단,2024-11-08 10:00:00,일간,1,디스크,35.9,33.2,20.2,1,251,1,0,2.17
CHK006994,SRV0094,21사단,2024-08-19 06:00:00,주간,0,CPU과부하,25.0,32.4,20.6,1,335,1,1,0.85
CHK006995,SRV0095,25사단,2024-11-14 03:00:00,주간,1,CPU과부하,20.3,32.0,18.4,1,142,0,0,3.5
CHK006996,SRV0096,23사단,2024-07-23 23:00:00,주간,1,디스크,32.5,20.7,31.9,0,190,1,1,3.6
CHK006997,SRV0097,20사단,2024-09-12 17:00:00,주간,0,전력,27.2,50.8,42.9,1,228,1,0,2.81
CHK006998,SRV0098,16사단,2024-08-24 15:00:00,일간,0,디스크,26.4,34.4,11.5,0,251,1,0,2.65
CHK006999,SRV0099,25사단,2024-11-02 11:00:00,일간,1,없음,93.92206561181115,99.08127667046551,21.9,1,172,1,1,2.32
CHK007000,SRV0100,17사단,2024-09-21 23:00:00,일간,1,CPU과부하,17.0,23.7,30.6,1,69,0,1,6.35
CHK007001,SRV0101,25사단,2024-09-24 02:00:00,월간,1,전력,29.7,36.7,31.6,1,348,0,0,2.27
CHK007002,SRV0102,19사단,2024-12-02 18:00:00,월간,0,디스크,33.0,25.5,30.3,1,254,0,1,2.39
CHK007003,SRV0103,12사단,2024-08-20 16:00:00,주간,0,전력,51.3,28.7,30.2,0,157,1,0,3.49
CHK007004,SRV0104,18사단,2024-11-07 03:00:00,주간,0,없음,25.1,43.0,21.5,0,136,1,0,1.3
CHK007005,SRV0105,12사단,2024-11-05 10:00:00,월간,0,디스크,29.9,36.6,42.4,0,218,1,0,3.22
CHK007006,SRV0106,21사단,2024-09-02 00:00:00,월간,0,CPU과부하,34.3,18.6,35.0,1,170,1,0,3.11
CHK007007,SRV0107,17사단,2024-09-27 10:00:00,월간,0,디스크,25.1,22.2,14.7,1,215,0,1,2.15
CHK007008,SRV0108,16사단,2024-09-25 01:00:00,일간,1,CPU과부하,30.3,60.1,22.6,0,187,0,1,1.85
CHK007009,SRV0109,20사단,2024-10-01 07:00:00,주간,0,전력,26.8,38.2,42.0,0,258,0,1,3.36
CHK007010,SRV0110,15사단,2024-10-27 19:00:00,일간,0,디스크,19.8,26.5,48.5,1,212,0,0,7.09
CHK007011,SRV0111,21사단,2024-11-09 15:00:00,주간,0,전력,27.3,24.0,18.6,0,179,1,0,3.45
CHK007012,SRV0112,11사단,2024-10-19 04:00:00,일간,0,CPU과부하,61.8,42.0,22.1,0,104,1,1,1.27
CHK007013,SRV0113,12사단,2024-11-03 04:00:00,주간,0,CPU과부하,45.8,31.7,39.0,0,223,0,0,3.19
CHK007014,SRV0114,11사단,2024-11-20 22:00:00,일간,0,CPU과부하,16.2,28.7,26.0,0,276,1,0,4.7
CHK007015,SRV0115,12사단,2024-07-26 05:00:00,주간,1,CPU과부하,55.5,24.7,6.7,0,553,1,1,2.87
CHK007016,SRV0116,14사단,2024-10-31 11:00:00,주간,0,없음,46.4,23.1,21.6,0,122,1,0,1.61
CHK007017,SRV0117,22사단,2024-08-27 16:00:00,일간,0,전력,40.5,24.7,37.4,0,192,0,0,2.59
CHK007018,SRV0118,11사단,2024-08-15 05:00:00,월간,0,전력,26.2,25.2,11.6,0,246,1,1,2.76
CHK007019,SRV0119,11사단,2024-12-17 15:00:00,월간,0,CPU과부하,22.1,37.7,14.4,1,160,0,0,2.79
CHK007020,SRV0120,24사단,2024-10-22 19:00:00,일간,1,전력,38.7,31.3,28.6,0,58,1,0,3.24
CHK007021,SRV0121,14사단,2024-10-23 02:00:00,월간,1,디스크,21.6,33.9,23.0,1,398,0,0,5.2
CHK007022,SRV0122,15사단,2024-09-14 15:00:00,일간,0,CPU과부하,25.6,34.4,33.2,0,235,1,1,2.58
CHK007023,SRV0123,21사단,2024-10-29 19:00:00,주간,1,전력,32.4,22.9,28.2,0,190,0,1,3.61
CHK007024,SRV0124,23사단,2024-10-17 03:00:00,월간,0,전력,21.8,38.5,11.6,0,27,1,0,1.79
CHK007025,SRV0125,기술지원대,2024-11-09 06:00:00,주간,0,전력,35.0,57.4,27.0,0,204,1,1,2.41
CHK007026,SRV0126,23사단,2024-11-26 11:00:00,주간,1,없음,25.1,29.5,31.2,1,124,1,1,1.54
CHK007027,SRV0127,12사단,2024-09-04 15:00:00,월간,0,CPU과부하,17.9,23.7,40.9,1,58,0,0,2.13
CHK007028,SRV0128,기술지원대,2024-11-12 18:00:00,월간,0,없음,18.1,36.9,22.0,1,354,1,0,1.43
CHK007029,SRV0129,16사단,2024-07-09 04:00:00,월간,0,CPU과부하,32.3,34.6,26.8,0,58,0,0,0.98
CHK007030,SRV0130,24사단,2024-07-17 00:00:00,월간,0,전력,60.6,23.9,37.5,1,133,0,1,3.4
CHK007031,SRV0131,11사단,2024-10-21 11:00:00,일간,0,전력,33.7,30.5,35.5,0,59,0,1,3.29
CHK007032,SRV0132,정보통신대,2024-12-20 23:00:00,주간,1,없음,41.6,17.5,23.1,1,163,0,1,8.53
CHK007033,SRV0133,21사단,2024-07-11 12:00:00,월간,1,없음,22.8,38.6,30.7,0,390,0,1,3.81
CHK007034,SRV0134,13사단,2024-12-06 12:00:00,월간,0,없음,22.5,39.4,20.2,1,392,1,0,2.03
CHK007035,SRV0135,21사단,2024-07-26 21:00:00,일간,1,전력,28.6,22.9,29.9,1,306,1,0,4.03
CHK007036,SRV0136,15사단,2024-11-11 19:00:00,월간,0,디스크,13.5,30.4,29.9,0,299,0,1,2.67
CHK007037,SRV0137,정보통신대,2024-07-10 18:00:00,주간,0,디스크,16.5,32.0,21.3,1,173,0,0,2.48
CHK007038,SRV0138,17사단,2024-12-10 06:00:00,월간,0,없음,14.2,31.4,5.1,1,108,0,0,4.91
CHK007039,SRV0139,20사단,2024-08-06 07:00:00,일간,1,전력,27.6,23.1,33.1,0,108,0,0,2.22
CHK007040,SRV0140,21사단,2024-11-10 11:00:00,월간,0,디스크,16.8,22.6,29.0,0,35,1,1,4.32
CHK007041,SRV0141,13사단,2024-11-03 18:00:00,주간,1,없음,26.1,30.1,34.4,1,83,0,0,5.01
CHK007042,SRV0142,20사단,2024-09-30 17:00:00,일간,0,디스크,26.3,26.9,19.2,1,56,0,1,1.76
CHK007043,SRV0143,20사단,2024-10-25 16:00:00,월간,0,CPU과부하,36.9,48.5,32.4,1,128,1,0,1.94
CHK007044,SRV0144,24사단,2024-08-05 15:00:00,월간,0,전력,17.6,39.4,25.3,0,130,0,0,2.2
CHK007045,SRV0145,22사단,2024-07-26 12:00:00,월간,1,없음,34.7,36.8,40.5,1,76,1,0,4.32
CHK007046,SRV0146,25사단,2024-08-30 11:00:00,주간,0,전력,19.1,23.6,25.6,1,156,0,0,3.59
CHK007047,SRV0147,20사단,2024-11-09 11:00:00,일간,0,전력,48.7,18.0,25.6,1,55,0,0,3.62
CHK007048,SRV0148,20사단,2024-08-27 08:00:00,일간,0,디스크,20.6,30.7,24.5,1,69,0,0,0.68
CHK007049,SRV0149,11사단,2024-07-26 14:00:00,주간,1,디스크,33.3,24.6,28.0,1,220,1,0,2.65
CHK007050,SRV0150,20사단,2024-11-05 08:00:00,월간,0,CPU과부하,20.6,45.9,30.9,0,96,1,1,3.75
CHK007051,SRV0151,12사단,2024-09-16 03:00:00,일간,0,없음,14.6,25.0,34.9,0,22,1,0,1.77
CHK007052,SRV0152,정보통신대,2024-11-09 05:00:00,일간,0,없음,11.6,28.7,34.9,1,149,1,0,1.91
CHK007053,SRV0153,17사단,2024-12-12 23:00:00,월간,0,CPU과부하,46.7,38.5,34.8,0,73,0,1,4.09
CHK007054,SRV0154,17사단,2024-09-19 12:00:00,일간,0,CPU과부하,31.0,31.2,47.8,0,137,0,1,4.65
CHK007055,SRV0155,19사단,2024-11-25 16:00:00,월간,0,없음,26.3,42.6,12.5,1,114,0,1,1.2
CHK007056,SRV0156,12사단,2024-08-20 22:00:00,주간,1,디스크,22.0,36.2,20.0,1,93,0,1,4.42
CHK007057,SRV0157,24사단,2024-12-08 20:00:00,월간,0,전력,29.8,23.8,24.4,0,143,1,1,3.73
CHK007058,SRV0158,정보통신대,2024-09-19 21:00:00,월간,0,없음,16.7,39.0,33.0,1,104,0,1,4.82
CHK007059,SRV0159,11사단,2024-11-30 02:00:00,주간,0,디스크,38.4,20.4,23.8,1,131,0,0,1.1
CHK007060,SRV0160,19사단,2024-10-18 11:00:00,월간,0,없음,23.0,49.6,24.0,0,72,0,0,2.95
CHK007061,SRV0161,14사단,2024-11-20 05:00:00,주간,0,디스크,44.0,29.6,28.2,0,133,0,0,0.3
CHK007062,SRV0162,18사단,2024-09-24 01:00:00,주간,0,디스크,41.8,30.8,25.8,1,94,1,1,5.71
CHK007063,SRV0163,23사단,2024-11-09 12:00:00,일간,1,전력,25.1,16.2,32.8,1,216,1,1,1.46
CHK007064,SRV0164,14사단,2024-07-13 22:00:00,주간,0,CPU과부하,10.8,33.8,35.4,0,331,1,1,4.0
CHK007065,SRV0165,19사단,2024-12-07 21:00:00,주간,0,디스크,32.5,16.9,27.9,0,129,0,0,3.32
CHK007066,SRV0166,19사단,2024-09-27 22:00:00,일간,1,전력,28.4,22.6,8.1,1,91,1,0,3.86
CHK007067,SRV0167,22사단,2024-11-22 05:00:00,월간,1,없음,21.8,22.7,21.8,0,139,0,0,4.14
CHK007068,SRV0168,20사단,2024-12-26 15:00:00,월간,1,CPU과부하,26.2,33.0,28.6,1,59,0,1,3.32
CHK007069,SRV0169,21사단,2024-11-13 00:00:00,일간,0,디스크,28.5,27.3,30.3,1,105,1,1,1.58
CHK007070,SRV0170,17사단,2024-11-15 01:00:00,월간,1,디스크,38.4,38.6,42.0,1,66,0,1,3.5
CHK007071,SRV0171,19사단,2024-07-19 13:00:00,월간,0,디스크,95.4234595989593,81.18294548945123,29.4,1,77,0,1,2.35
CHK007072,SRV0172,16사단,2024-09-05 22:00:00,월간,1,CPU과부하,23.1,40.7,23.9,1,160,0,1,2.1
CHK007073,SRV0173,기술지원대,2024-08-30 23:00:00,일간,0,없음,15.7,17.8,38.7,0,130,1,0,5.18
CHK007074,SRV0174,25사단,2024-09-01 08:00:00,월간,0,없음,17.7,31.2,27.7,1,211,1,0,0.99
CHK007075,SRV0175,17사단,2024-10-12 10:00:00,일간,0,디스크,86.91101635443133,91.75215731836838,24.4,1,164,1,1,3.5
CHK007076,SRV0176,기술지원대,2024-12-22 05:00:00,주간,0,전력,21.0,22.5,17.9,1,68,0,1,3.52
CHK007077,SRV0177,15사단,2024-08-03 00:00:00,월간,0,전력,12.3,58.9,25.1,1,294,0,1,3.42
CHK007078,SRV0178,기술지원대,2024-10-07 22:00:00,주간,1,CPU과부하,15.8,31.9,17.5,0,356,1,1,3.73
CHK007079,SRV0179,11사단,2024-09-19 01:00:00,월간,0,전력,18.3,34.7,22.4,1,201,1,0,4.06
CHK007080,SRV0180,15사단,2024-12-06 18:00:00,월간,1,없음,19.3,35.6,53.4,1,107,1,1,3.02
CHK007081,SRV0181,17사단,2024-12-29 08:00:00,월간,0,디스크,23.7,39.4,24.4,1,251,0,1,3.87
CHK007082,SRV0182,15사단,2024-11-13 09:00:00,월간,0,없음,27.2,32.8,28.7,1,55,0,1,3.83
CHK007083,SRV0183,정보통신대,2024-12-16 07:00:00,주간,0,CPU과부하,51.4,18.8,19.2,1,118,0,1,2.91
CHK007084,SRV0184,18사단,2024-11-27 23:00:00,주간,0,없음,39.3,33.8,42.3,1,173,0,1,8.32
CHK007085,SRV0185,11사단,2024-08-07 01:00:00,주간,0,CPU과부하,26.5,29.7,59.7,0,18,0,0,1.14
CHK007086,SRV0186,12사단,2024-11-02 08:00:00,일간,1,전력,23.7,33.2,45.9,0,121,1,0,2.35
CHK007087,SRV0187,25사단,2024-07-19 08:00:00,일간,0,전력,28.7,30.3,21.5,1,46,1,1,4.53
CHK007088,SRV0188,21사단,2024-11-07 18:00:00,주간,0,없음,20.3,47.7,42.4,1,164,0,1,4.74
CHK007089,SRV0189,20사단,2024-07-16 21:00:00,주간,1,디스크,26.6,36.2,21.6,1,159,0,0,2.12
CHK007090,SRV0190,14사단,2024-11-19 19:00:00,일간,1,디스크,27.0,67.5,19.8,0,141,0,0,2.65
CHK007091,SRV0191,15사단,2024-08-25 00:00:00,일간,1,디스크,8.0,29.2,41.0,0,230,1,0,2.79
CHK007092,SRV0192,14사단,2024-12-20 21:00:00,일간,0,디스크,28.7,19.5,22.5,1,242,0,0,3.7
CHK007093,SRV0193,23사단,2024-09-24 13:00:00,월간,1,디스크,18.3,36.5,31.3,0,229,1,0,3.58
CHK007094,SRV0194,23사단,2024-12-08 14:00:00,주간,0,CPU과부하,21.6,44.0,49.8,1,183,1,0,2.24
CHK007095,SRV0195,12사단,2024-08-19 08:00:00,월간,0,디스크,20.8,21.2,45.3,1,184,0,0,2.16
CHK007096,SRV0196,기술지원대,2024-07-22 07:00:00,월간,0,전력,27.9,27.6,43.8,1,230,0,0,0.4
CHK007097,SRV0197,11사단,2024-08-08 08:00:00,주간,0,CPU과부하,13.9,16.7,16.8,0,238,0,1,1.3
CHK007098,SRV0198,19사단,2024-12-16 10:00:00,월간,1,전력,35.9,21.4,14.3,1,153,0,0,2.93
CHK007099,SRV0199,13사단,2024-09-06 06:00:00,일간,0,CPU과부하,21.8,37.3,32.7,1,98,1,1,6.54
CHK007100,SRV0200,17사단,2024-09-23 06:00:00,주간,0,디스크,26.7,16.4,37.3,1,361,0,1,1.69
CHK007101,SRV0201,20사단,2024-11-09 11:00:00,월간,1,CPU과부하,24.1,38.9,28.2,0,184,0,1,1.41
CHK007102,SRV0202,11사단,2024-09-29 16:00:00,월간,0,없음,28.6,23.2,24.1,0,256,1,1,3.07
CHK007103,SRV0203,20사단,2024-09-22 02:00:00,일간,0,CPU과부하,23.3,37.4,33.4,0,130,0,0,1.14
CHK007104,SRV0204,19사단,2024-08-21 15:00:00,월간,0,CPU과부하,26.4,41.6,16.5,0,242,1,0,3.52
CHK007105,SRV0205,25사단,2024-09-10 20:00:00,월간,1,CPU과부하,13.2,37.2,39.4,0,381,0,1,2.3
CHK007106,SRV0206,25사단,2024-07-16 18:00:00,주간,0,없음,28.3,49.9,18.1,1,107,0,0,5.29
