supply_id,unit_code,item_code,item_name,category,stock_level,avg_daily_usage,weekend_usage_ratio,delivery_lead_time,requested_quantity,reorder_threshold,auto_reorder_flag,request_date,is_weekend,is_weekend_check
SUPP04240,19C,ITEM003,Soap,위생,31.41472136875024,4.29906129619219,0.12,6,26,20,0,2024-01-18,0,False
SUPP04241,15C,ITEM010,Mask,위생,34.0,7.0,0.16,2,53,20,1,2024-02-27,0,False
SUPP04242,19C,ITEM015,USB Drive,사무,37.0,7.7,0.43,6,54,20,1,2024-03-16,1,True
SUPP04243,15C,ITEM016,Printer Ink,사무,27.0,5.6,0.32,2,47,20,1,2024-04-30,0,False
SUPP04244,18A,ITEM017,Combat Boots,의복,34.0,7.0,0.46,5,52,20,1,2024-02-26,0,False
SUPP04245,12C,ITEM019,Flashlight,사무,21.0,4.4,0.4,4,30,20,1,2024-04-06,1,True
SUPP04246,18C,ITEM011,Glasses,의복,20.0,4.1,0.43,5,26,20,1,2024-03-03,1,True
SUPP04247,36B,ITEM016,Printer Ink,사무,24.0,4.9,0.22,2,31,20,1,2024-01-12,0,False
SUPP04248,33B,ITEM005,Notebook,사무,4.0,1.0,0.39,6,10,20,1,2024-01-11,0,False
SUPP04249,18C,ITEM005,Notebook,사무,12.0,2.5,0.4,5,14,20,1,2024-05-20,0,False
SUPP04250,33B,ITEM014,Canned Meat,식량,24.0,5.0,0.21,6,36,20,1,2024-06-11,0,False
SUPP04251,19C,ITEM018,Bandage,의료,35.0,7.3,0.13,6,47,10,1,2024-01-27,1,True
SUPP04252,31A,ITEM008,Rice Pack,식량,25.0,5.2,0.23,4,37,20,1,2024-04-13,1,True
SUPP04253,21C,ITEM005,Notebook,사무,2.0,0.5,0.22,2,11,20,1,2024-03-07,0,False
SUPP04254,33B,ITEM007,Shirt,의복,8.0,1.8,0.43,6,15,20,1,2024-03-29,0,False
SUPP04255,29B,ITEM016,Printer Ink,사무,20.0,4.1,0.49,3,26,20,1,2024-02-14,0,False
SUPP04256,39C,ITEM014,Canned Meat,식량,29.0,6.1,0.42,5,44,20,1,2024-03-21,0,False
SUPP04257,29B,ITEM005,Notebook,사무,6.0,1.3,0.4,3,10,20,1,2024-03-07,0,False
SUPP04258,11A,ITEM009,First Aid Kit,의료,15.0,3.2,0.5,6,23,16,1,2024-05-29,0,False
SUPP04259,21C,ITEM004,Canned Food,식량,42.0,8.6,0.11,2,62,20,1,2024-04-11,0,False
SUPP04260,21C,ITEM004,Canned Food,식량,43.0,8.8,0.21,2,66,20,1,2024-03-31,1,True
SUPP04261,15C,ITEM016,Printer Ink,사무,32.0,6.6,0.33,2,51,20,1,2024-02-11,1,True
SUPP04262,12C,ITEM017,Combat Boots,의복,27.0,5.5,0.44,4,38,20,1,2024-01-20,1,True
SUPP04263,15A,ITEM015,USB Drive,사무,17.0,3.6,0.25,7,18,20,1,2024-02-17,1,True
SUPP04264,18A,ITEM004,Canned Food,식량,35.0,7.3,0.16,5,51,20,1,2024-01-18,0,False
SUPP04265,19C,ITEM006,Pencil,사무,21.0,4.3,0.33,6,29,20,1,2024-05-07,0,False
SUPP04266,39C,ITEM016,Printer Ink,사무,19.0,3.9,0.26,5,30,20,1,2024-03-17,1,True
SUPP04267,33B,ITEM004,Canned Food,식량,47.0,9.6,0.19,6,61,20,1,2024-01-06,1,True
SUPP04268,17C,ITEM006,Pencil,사무,23.0,4.8,0.39,4,36,20,1,2024-02-08,0,False
SUPP04269,12C,ITEM005,Notebook,사무,8.0,1.8,0.19,4,13,20,1,2024-01-11,0,False
SUPP04270,39C,ITEM016,Printer Ink,사무,27.0,5.5,0.19,5,33,20,1,2024-04-21,1,True
SUPP04271,18A,ITEM016,Printer Ink,사무,26.0,5.3,0.42,5,26,20,1,2024-06-01,1,True
SUPP04272,15C,ITEM010,Mask,위생,27.0,5.5,0.43,2,42,20,1,2024-04-17,0,False
SUPP04273,19C,ITEM009,First Aid Kit,의료,32.0,6.6,0.31,6,41,16,1,2024-04-03,0,False
SUPP04274,12C,ITEM004,Canned Food,식량,44.0,9.0,0.33,4,55,20,1,2024-02-24,1,True
SUPP04275,18A,ITEM014,Canned Meat,식량,17.0,3.6,0.1,5,22,20,1,2024-03-24,1,True
SUPP04276,31A,ITEM004,Canned Food,식량,41.0,8.5,0.27,4,65,20,1,2024-02-27,0,False
SUPP04277,31A,ITEM012,Hand Sanitizer,위생,25.0,5.2,0.27,4,37,20,1,2024-02-06,0,False
SUPP04278,29B,ITEM010,Mask,위생,14.0,2.9,0.14,3,22,20,1,2024-01-16,0,False
SUPP04279,29B,ITEM004,Canned Food,식량,21.0,4.4,0.28,3,30,20,1,2024-03-10,1,True
SUPP04280,18A,ITEM018,Bandage,의료,25.0,5.2,0.26,5,37,10,1,2024-04-02,0,False
SUPP04281,39C,ITEM013,Blanket,의복,22.0,4.6,0.12,5,31,20,1,2024-06-13,0,False
SUPP04282,29B,ITEM013,Blanket,의복,16.0,3.3,0.11,3,20,20,1,2024-06-29,1,True
SUPP04283,19C,ITEM014,Canned Meat,식량,20.0,4.2,0.26,6,26,20,1,2024-05-23,0,False
SUPP04284,12C,ITEM018,Bandage,의료,22.0,4.6,0.25,4,30,10,1,2024-01-18,0,False
SUPP04285,39C,ITEM001,Toilet Paper,위생,14.693931541215685,8.320569838062104,0.15,5,75,30,1,2024-05-26,1,True
SUPP04286,29B,ITEM016,Printer Ink,사무,26.0,5.4,0.14,3,40,20,1,2024-06-20,0,False
SUPP04287,36B,ITEM015,USB Drive,사무,26.0,5.3,0.24,2,32,20,1,2024-05-09,0,False
SUPP04288,33B,ITEM005,Notebook,사무,13.0,2.7,0.24,6,12,20,1,2024-05-17,0,False
SUPP04289,36B,ITEM006,Pencil,사무,32.0,6.7,0.43,2,46,20,1,2024-02-15,0,False
SUPP04290,40A,ITEM006,Pencil,사무,29.0,6.0,0.49,3,33,20,1,2024-01-19,0,False
SUPP04291,31A,ITEM003,Soap,위생,34.35241423259316,4.692200148524938,0.1,4,32,20,0,2024-02-07,0,False
SUPP04292,15C,ITEM016,Printer Ink,사무,26.0,5.3,0.33,2,24,20,1,2024-02-06,0,False
SUPP04293,18C,ITEM012,Hand Sanitizer,위생,12.0,2.6,0.31,5,16,20,1,2024-04-21,1,True
SUPP04294,33B,ITEM004,Canned Food,식량,35.0,7.3,0.12,6,42,20,1,2024-02-14,0,False
SUPP04295,31A,ITEM001,Toilet Paper,위생,6.763401434372643,11.829675919088448,0.3,4,45,30,1,2024-04-26,0,False
SUPP04296,39C,ITEM004,Canned Food,식량,36.0,7.5,0.39,5,48,20,1,2024-06-10,0,False
SUPP04297,39C,ITEM001,Toilet Paper,위생,8.011559658989917,8.713821858523673,0.41,5,67,30,1,2024-05-09,0,False
SUPP04298,39C,ITEM008,Rice Pack,식량,29.0,6.0,0.39,5,31,20,1,2024-02-13,0,False
SUPP04299,15C,ITEM005,Notebook,사무,2.0,0.5,0.4,2,10,20,1,2024-04-06,1,True
SUPP04300,36B,ITEM002,Medical Gloves,의료,41.39739026747033,1.2070766702628704,0.37,2,17,15,0,2024-03-23,1,True
SUPP04301,18C,ITEM012,Hand Sanitizer,위생,21.0,4.4,0.13,5,30,20,1,2024-05-03,0,False
SUPP04302,19C,ITEM017,Combat Boots,의복,21.0,4.4,0.22,6,26,20,1,2024-05-03,0,False
SUPP04303,29B,ITEM007,Shirt,의복,6.0,1.3,0.44,3,10,20,1,2024-01-27,1,True
SUPP04304,39C,ITEM011,Glasses,의복,27.0,5.5,0.45,5,42,20,1,2024-02-17,1,True
SUPP04305,15A,ITEM004,Canned Food,식량,38.0,7.8,0.37,7,50,20,1,2024-04-03,0,False
SUPP04306,40A,ITEM005,Notebook,사무,2.0,0.5,0.44,3,10,20,1,2024-01-07,1,True
SUPP04307,33B,ITEM006,Pencil,사무,25.0,5.2,0.18,6,34,20,1,2024-06-03,0,False
SUPP04308,12C,ITEM011,Glasses,의복,27.0,5.5,0.13,4,39,20,1,2024-03-25,0,False
SUPP04309,29B,ITEM001,Toilet Paper,위생,8.808921124961612,10.102277542900753,0.49,3,79,30,1,2024-04-21,1,True
SUPP04310,15A,ITEM010,Mask,위생,20.0,4.1,0.27,7,35,20,1,2024-03-29,0,False
SUPP04311,18C,ITEM020,Toothpaste,위생,21.0,4.4,0.41,5,35,20,1,2024-05-07,0,False
SUPP04312,15C,ITEM011,Glasses,의복,15.0,3.1,0.37,2,12,20,1,2024-01-18,0,False
SUPP04313,19C,ITEM017,Combat Boots,의복,21.0,4.3,0.18,6,20,20,1,2024-02-02,0,False
SUPP04314,19C,ITEM008,Rice Pack,식량,16.0,3.4,0.23,6,30,20,1,2024-06-09,1,True
SUPP04315,18C,ITEM013,Blanket,의복,32.0,6.7,0.42,5,47,20,1,2024-04-05,0,False
SUPP04316,12C,ITEM020,Toothpaste,위생,28.0,5.8,0.4,4,31,20,1,2024-05-01,0,False
SUPP04317,33B,ITEM018,Bandage,의료,16.0,3.4,0.18,6,21,10,1,2024-01-25,0,False
SUPP04318,11A,ITEM016,Printer Ink,사무,17.0,3.5,0.24,6,23,20,1,2024-05-21,0,False
SUPP04319,12C,ITEM002,Medical Gloves,의료,41.86549635264354,1.33548154584589,0.32,4,11,15,0,2024-06-14,0,False
SUPP04320,19C,ITEM005,Notebook,사무,16.0,3.4,0.14,6,28,20,1,2024-06-14,0,False
SUPP04321,18A,ITEM018,Bandage,의료,20.0,4.1,0.23,5,29,10,1,2024-01-04,0,False
SUPP04322,33B,ITEM003,Soap,위생,30.690211486769975,3.434092120664184,0.29,6,32,20,0,2024-04-17,0,False
SUPP04323,18C,ITEM017,Combat Boots,의복,35.0,7.3,0.15,5,48,20,1,2024-03-22,0,False
SUPP04324,19C,ITEM016,Printer Ink,사무,27.0,5.6,0.21,6,46,20,1,2024-01-10,0,False
SUPP04325,19C,ITEM006,Pencil,사무,13.0,2.8,0.44,6,17,20,1,2024-02-04,1,True
SUPP04326,39C,ITEM019,Flashlight,사무,11.0,2.3,0.33,5,18,20,1,2024-04-08,0,False
SUPP04327,18C,ITEM007,Shirt,의복,12.0,2.6,0.27,5,12,20,1,2024-04-13,1,True
SUPP04328,11A,ITEM018,Bandage,의료,41.0,8.5,0.43,6,53,10,1,2024-01-23,0,False
SUPP04329,18C,ITEM014,Canned Meat,식량,34.0,7.0,0.15,5,49,20,1,2024-03-05,0,False
SUPP04330,11A,ITEM006,Pencil,사무,27.0,5.6,0.49,6,37,20,1,2024-03-22,0,False
SUPP04331,33B,ITEM008,Rice Pack,식량,30.0,6.2,0.37,6,36,20,1,2024-06-01,1,True
SUPP04332,40A,ITEM015,USB Drive,사무,30.0,6.3,0.19,3,42,20,1,2024-06-29,1,True
SUPP04333,18A,ITEM015,USB Drive,사무,12.0,2.5,0.11,5,29,20,1,2024-01-17,0,False
SUPP04334,29B,ITEM015,USB Drive,사무,26.0,5.3,0.18,3,36,20,1,2024-05-27,0,False
SUPP04335,18C,ITEM016,Printer Ink,사무,34.0,7.0,0.2,5,47,20,1,2024-05-07,0,False
SUPP04336,15A,ITEM001,Toilet Paper,위생,13.80307152461295,9.190257321928211,0.49,7,90,30,1,2024-06-01,1,True
SUPP04337,31A,ITEM011,Glasses,의복,28.0,5.8,0.17,4,46,20,1,2024-06-18,0,False
SUPP04338,17C,ITEM005,Notebook,사무,2.0,0.5,0.34,4,10,20,1,2024-06-21,0,False
SUPP04339,17C,ITEM005,Notebook,사무,11.0,2.4,0.45,4,18,20,1,2024-01-31,0,False
SUPP04340,18C,ITEM006,Pencil,사무,28.0,5.8,0.35,5,44,20,1,2024-03-05,0,False
SUPP04341,11A,ITEM002,Medical Gloves,의료,31.8430046111432,2.6659994606977744,0.22,6,29,15,0,2024-06-28,0,False
SUPP04342,15A,ITEM006,Pencil,사무,27.0,5.6,0.42,7,35,20,1,2024-03-20,0,False
SUPP04343,40A,ITEM014,Canned Meat,식량,38.0,7.8,0.44,3,49,20,1,2024-04-01,0,False
SUPP04344,39C,ITEM011,Glasses,의복,26.0,5.3,0.21,5,33,20,1,2024-05-28,0,False
SUPP04345,11A,ITEM004,Canned Food,식량,39.0,8.1,0.46,6,59,20,1,2024-01-30,0,False
SUPP04346,15C,ITEM009,First Aid Kit,의료,12.0,2.6,0.3,2,22,16,1,2024-05-02,0,False
SUPP04347,15C,ITEM003,Soap,위생,26.45116695167538,4.943201232398117,0.38,2,36,20,0,2024-05-10,0,False
SUPP04348,33B,ITEM016,Printer Ink,사무,26.0,5.4,0.12,6,42,20,1,2024-03-10,1,True
SUPP04349,17C,ITEM011,Glasses,의복,25.0,5.2,0.22,4,40,20,1,2024-06-19,0,False
SUPP04350,18C,ITEM004,Canned Food,식량,45.0,9.2,0.5,5,61,20,1,2024-01-29,0,False
SUPP04351,15C,ITEM001,Toilet Paper,위생,9.43639868450459,9.299207771985195,0.17,2,40,30,1,2024-01-03,0,False
SUPP04352,18C,ITEM016,Printer Ink,사무,23.0,4.8,0.2,5,31,20,1,2024-06-09,1,True
SUPP04353,33B,ITEM019,Flashlight,사무,28.0,5.8,0.46,6,43,20,1,2024-03-15,0,False
SUPP04354,17C,ITEM016,Printer Ink,사무,26.0,5.4,0.4,4,40,20,1,2024-02-14,0,False
SUPP04355,12C,ITEM011,Glasses,의복,15.0,3.1,0.34,4,12,20,1,2024-03-09,1,True
SUPP04356,40A,ITEM008,Rice Pack,식량,28.0,5.8,0.21,3,28,20,1,2024-06-08,1,True
SUPP04357,31A,ITEM001,Toilet Paper,위생,13.516103972483858,11.515446443372998,0.22,4,74,30,1,2024-04-20,1,True
SUPP04358,31A,ITEM009,First Aid Kit,의료,20.0,4.1,0.32,4,32,16,1,2024-03-24,1,True
SUPP04359,15C,ITEM012,Hand Sanitizer,위생,29.0,5.9,0.1,2,43,20,1,2024-02-21,0,False
SUPP04360,31A,ITEM008,Rice Pack,식량,27.0,5.5,0.45,4,43,20,1,2024-04-25,0,False
SUPP04361,19C,ITEM017,Combat Boots,의복,24.0,5.0,0.34,6,36,20,1,2024-04-12,0,False
SUPP04362,40A,ITEM010,Mask,위생,26.0,5.4,0.33,3,31,20,1,2024-06-16,1,True
SUPP04363,11A,ITEM007,Shirt,의복,14.0,2.9,0.25,6,18,20,1,2024-05-20,0,False
SUPP04364,12C,ITEM019,Flashlight,사무,34.0,7.0,0.13,4,48,20,1,2024-03-20,0,False
SUPP04365,40A,ITEM006,Pencil,사무,46.0,9.5,0.14,3,63,20,1,2024-01-29,0,False
SUPP04366,19C,ITEM019,Flashlight,사무,16.0,3.4,0.18,6,20,20,1,2024-06-02,1,True
SUPP04367,21C,ITEM018,Bandage,의료,4.0,1.0,0.14,2,10,10,1,2024-04-11,0,False
SUPP04368,11A,ITEM015,USB Drive,사무,20.0,4.2,0.37,6,25,20,1,2024-02-28,0,False
SUPP04369,19C,ITEM002,Medical Gloves,의료,30.573758496507107,1.8716102987758803,0.46,6,10,15,0,2024-06-25,0,False
SUPP04370,18C,ITEM014,Canned Meat,식량,30.0,6.3,0.18,5,44,20,1,2024-06-29,1,True
SUPP04371,33B,ITEM010,Mask,위생,35.0,7.2,0.11,6,56,20,1,2024-06-07,0,False
SUPP04372,29B,ITEM016,Printer Ink,사무,30.0,6.2,0.2,3,32,20,1,2024-01-12,0,False
SUPP04373,12C,ITEM007,Shirt,의복,9.0,2.0,0.23,4,14,20,1,2024-06-12,0,False
SUPP04374,29B,ITEM008,Rice Pack,식량,29.0,6.1,0.5,3,37,20,1,2024-01-10,0,False
SUPP04375,33B,ITEM010,Mask,위생,33.0,6.8,0.44,6,50,20,1,2024-05-13,0,False
SUPP04376,33B,ITEM015,USB Drive,사무,29.0,6.0,0.47,6,43,20,1,2024-05-14,0,False
SUPP04377,19C,ITEM008,Rice Pack,식량,28.0,5.8,0.33,6,45,20,1,2024-01-31,0,False
SUPP04378,17C,ITEM013,Blanket,의복,23.0,4.8,0.2,4,29,20,1,2024-03-31,1,True
SUPP04379,19C,ITEM012,Hand Sanitizer,위생,15.0,3.2,0.32,6,22,20,1,2024-01-03,0,False
SUPP04380,29B,ITEM008,Rice Pack,식량,32.0,6.6,0.3,3,58,20,1,2024-04-13,1,True
SUPP04381,19C,ITEM015,USB Drive,사무,36.0,7.5,0.38,6,53,20,1,2024-06-23,1,True
SUPP04382,18C,ITEM012,Hand Sanitizer,위생,14.0,2.9,0.45,5,23,20,1,2024-05-05,1,True
SUPP04383,19C,ITEM011,Glasses,의복,29.0,6.1,0.21,6,49,20,1,2024-01-01,0,False
SUPP04384,15A,ITEM019,Flashlight,사무,18.0,3.8,0.47,7,22,20,1,2024-06-21,0,False
SUPP04385,31A,ITEM014,Canned Meat,식량,28.0,5.7,0.34,4,29,20,1,2024-06-30,1,True
SUPP04386,29B,ITEM018,Bandage,의료,14.0,2.9,0.39,3,11,10,1,2024-06-26,0,False
SUPP04387,15A,ITEM013,Blanket,의복,30.0,6.2,0.24,7,37,20,1,2024-05-14,0,False
SUPP04388,17C,ITEM004,Canned Food,식량,42.0,8.6,0.2,4,58,20,1,2024-01-15,0,False
SUPP04389,33B,ITEM017,Combat Boots,의복,30.0,6.2,0.24,6,45,20,1,2024-03-29,0,False
SUPP04390,15C,ITEM019,Flashlight,사무,29.0,6.0,0.41,2,46,20,1,2024-06-06,0,False
SUPP04391,40A,ITEM009,First Aid Kit,의료,16.0,3.3,0.46,3,17,16,1,2024-05-01,0,False
SUPP04392,11A,ITEM007,Shirt,의복,18.0,3.7,0.12,6,36,20,1,2024-04-25,0,False
SUPP04393,31A,ITEM001,Toilet Paper,위생,13.75903759237639,8.004024293684209,0.17,4,71,30,1,2024-02-05,0,False
SUPP04394,11A,ITEM007,Shirt,의복,16.0,3.4,0.26,6,21,20,1,2024-03-07,0,False
SUPP04395,19C,ITEM007,Shirt,의복,8.0,1.7,0.31,6,23,20,1,2024-05-12,1,True
SUPP04396,21C,ITEM020,Toothpaste,위생,29.0,5.9,0.48,2,44,20,1,2024-01-25,0,False
SUPP04397,31A,ITEM007,Shirt,의복,10.0,2.2,0.4,4,15,20,1,2024-01-11,0,False
SUPP04398,18C,ITEM008,Rice Pack,식량,28.0,5.7,0.46,5,35,20,1,2024-03-06,0,False
SUPP04399,21C,ITEM016,Printer Ink,사무,22.0,4.6,0.48,2,26,20,1,2024-06-04,0,False
SUPP04400,18A,ITEM003,Soap,위생,31.150691901661936,4.694442307416501,0.23,5,36,20,0,2024-02-29,0,False
SUPP04401,36B,ITEM013,Blanket,의복,23.0,4.7,0.45,2,33,20,1,2024-05-17,0,False
SUPP04402,36B,ITEM010,Mask,위생,14.0,3.0,0.37,2,23,20,1,2024-02-19,0,False
SUPP04403,36B,ITEM018,Bandage,의료,30.0,6.3,0.11,2,38,10,1,2024-06-15,1,True
SUPP04404,18A,ITEM007,Shirt,의복,12.0,2.6,0.3,5,20,20,1,2024-06-13,0,False
SUPP04405,11A,ITEM005,Notebook,사무,2.0,0.5,0.24,6,10,20,1,2024-03-03,1,True
SUPP04406,18C,ITEM007,Shirt,의복,8.0,1.7,0.31,5,10,20,1,2024-04-01,0,False
SUPP04407,21C,ITEM017,Combat Boots,의복,20.0,4.1,0.37,2,21,20,1,2024-02-07,0,False
SUPP04408,18A,ITEM004,Canned Food,식량,42.0,8.6,0.3,5,60,20,1,2024-04-29,0,False
SUPP04409,36B,ITEM016,Printer Ink,사무,23.0,4.7,0.24,2,36,20,1,2024-02-02,0,False
SUPP04410,17C,ITEM019,Flashlight,사무,31.0,6.4,0.36,4,50,20,1,2024-03-15,0,False
SUPP04411,12C,ITEM010,Mask,위생,15.0,3.2,0.19,4,23,20,1,2024-02-14,0,False
SUPP04412,21C,ITEM003,Soap,위생,25.486656196065724,3.891749381897176,0.38,2,35,20,0,2024-06-20,0,False
SUPP04413,29B,ITEM003,Soap,위생,27.178175867972822,3.375279798058868,0.29,3,38,20,0,2024-05-08,0,False
SUPP04414,33B,ITEM017,Combat Boots,의복,21.0,4.4,0.12,6,32,20,1,2024-02-22,0,False
SUPP04415,18A,ITEM010,Mask,위생,26.0,5.4,0.19,5,33,20,1,2024-06-23,1,True
SUPP04416,18C,ITEM017,Combat Boots,의복,24.0,4.9,0.37,5,31,20,1,2024-06-09,1,True
SUPP04417,18C,ITEM017,Combat Boots,의복,33.0,6.8,0.26,5,47,20,1,2024-03-07,0,False
SUPP04418,29B,ITEM004,Canned Food,식량,39.0,8.1,0.19,3,57,20,1,2024-05-22,0,False
SUPP04419,15A,ITEM006,Pencil,사무,32.0,6.7,0.42,7,40,20,1,2024-04-14,1,True
SUPP04420,12C,ITEM012,Hand Sanitizer,위생,30.0,6.3,0.36,4,41,20,1,2024-01-14,1,True
SUPP04421,21C,ITEM020,Toothpaste,위생,15.0,3.1,0.32,2,22,20,1,2024-05-30,0,False
SUPP04422,15C,ITEM017,Combat Boots,의복,24.0,4.9,0.13,2,36,20,1,2024-05-03,0,False
SUPP04423,31A,ITEM017,Combat Boots,의복,30.0,6.2,0.15,4,44,20,1,2024-06-30,1,True
SUPP04424,36B,ITEM010,Mask,위생,26.0,5.4,0.32,2,39,20,1,2024-04-29,0,False
SUPP04425,21C,ITEM007,Shirt,의복,12.0,2.6,0.12,2,19,20,1,2024-05-15,0,False
SUPP04426,19C,ITEM016,Printer Ink,사무,25.0,5.2,0.15,6,32,20,1,2024-06-30,1,True
SUPP04427,15C,ITEM013,Blanket,의복,29.0,5.9,0.32,2,48,20,1,2024-02-05,0,False
SUPP04428,15A,ITEM003,Soap,위생,28.07992676582785,3.9690347390493725,0.48,7,28,20,0,2024-05-07,0,False
SUPP04429,36B,ITEM002,Medical Gloves,의료,47.451034295702,1.9573382950785532,0.15,2,10,15,0,2024-06-28,0,False
SUPP04430,12C,ITEM016,Printer Ink,사무,30.0,6.3,0.38,4,36,20,1,2024-05-13,0,False
SUPP04431,40A,ITEM006,Pencil,사무,26.0,5.3,0.34,3,34,20,1,2024-04-06,1,True
SUPP04432,19C,ITEM006,Pencil,사무,23.0,4.7,0.37,6,29,20,1,2024-06-04,0,False
SUPP04433,15A,ITEM013,Blanket,의복,25.0,5.1,0.49,7,33,20,1,2024-06-26,0,False
SUPP04434,11A,ITEM007,Shirt,의복,16.0,3.3,0.46,6,24,20,1,2024-06-14,0,False
SUPP04435,36B,ITEM005,Notebook,사무,7.0,1.5,0.46,2,16,20,1,2024-06-06,0,False
SUPP04436,12C,ITEM007,Shirt,의복,13.0,2.7,0.11,4,22,20,1,2024-03-21,0,False
SUPP04437,39C,ITEM002,Medical Gloves,의료,46.78246222996455,1.2115287279160343,0.36,5,10,15,0,2024-03-13,0,False
SUPP04438,15C,ITEM017,Combat Boots,의복,26.0,5.4,0.35,2,42,20,1,2024-06-30,1,True
SUPP04439,15C,ITEM013,Blanket,의복,23.0,4.8,0.4,2,36,20,1,2024-03-11,0,False
SUPP04440,31A,ITEM016,Printer Ink,사무,31.0,6.4,0.5,4,53,20,1,2024-02-15,0,False
SUPP04441,29B,ITEM020,Toothpaste,위생,24.0,4.9,0.35,3,31,20,1,2024-06-04,0,False
SUPP04442,12C,ITEM002,Medical Gloves,의료,31.58708772617381,2.208912506902977,0.36,4,24,15,0,2024-05-24,0,False
SUPP04443,18A,ITEM005,Notebook,사무,11.0,2.4,0.28,5,21,20,1,2024-06-24,0,False
SUPP04444,39C,ITEM018,Bandage,의료,19.0,3.9,0.41,5,31,10,1,2024-06-20,0,False
SUPP04445,40A,ITEM007,Shirt,의복,2.0,0.6,0.28,3,10,20,1,2024-02-29,0,False
SUPP04446,17C,ITEM011,Glasses,의복,24.0,4.9,0.27,4,33,20,1,2024-02-29,0,False
SUPP04447,36B,ITEM011,Glasses,의복,24.0,5.0,0.15,2,37,20,1,2024-01-05,0,False
SUPP04448,19C,ITEM017,Combat Boots,의복,12.0,2.5,0.17,6,19,20,1,2024-05-14,0,False
SUPP04449,39C,ITEM016,Printer Ink,사무,24.0,4.9,0.18,5,34,20,1,2024-06-29,1,True
SUPP04450,12C,ITEM013,Blanket,의복,22.0,4.5,0.13,4,31,20,1,2024-05-24,0,False
SUPP04451,11A,ITEM005,Notebook,사무,8.0,1.8,0.33,6,10,20,1,2024-02-28,0,False
SUPP04452,33B,ITEM020,Toothpaste,위생,39.0,8.0,0.2,6,54,20,1,2024-01-09,0,False
SUPP04453,36B,ITEM016,Printer Ink,사무,12.0,2.5,0.33,2,10,20,1,2024-05-29,0,False
SUPP04454,18C,ITEM016,Printer Ink,사무,31.0,6.4,0.36,5,44,20,1,2024-02-14,0,False
SUPP04455,15C,ITEM016,Printer Ink,사무,28.0,5.7,0.25,2,33,20,1,2024-03-20,0,False
SUPP04456,11A,ITEM014,Canned Meat,식량,21.0,4.3,0.11,6,24,20,1,2024-01-13,1,True
SUPP04457,29B,ITEM006,Pencil,사무,24.0,5.0,0.38,3,50,20,1,2024-03-23,1,True
SUPP04458,12C,ITEM002,Medical Gloves,의료,34.23192112444612,1.0609764569509017,0.11,4,14,15,0,2024-01-12,0,False
SUPP04459,40A,ITEM014,Canned Meat,식량,25.0,5.2,0.45,3,41,20,1,2024-06-12,0,False
SUPP04460,18C,ITEM016,Printer Ink,사무,10.0,2.1,0.5,5,16,20,1,2024-01-10,0,False
SUPP04461,31A,ITEM020,Toothpaste,위생,27.0,5.5,0.36,4,40,20,1,2024-01-16,0,False
SUPP04462,19C,ITEM013,Blanket,의복,29.0,6.1,0.47,6,37,20,1,2024-04-01,0,False
SUPP04463,21C,ITEM015,USB Drive,사무,21.0,4.4,0.22,2,34,20,1,2024-01-19,0,False
SUPP04464,15A,ITEM012,Hand Sanitizer,위생,30.0,6.3,0.25,7,35,20,1,2024-04-13,1,True
SUPP04465,17C,ITEM009,First Aid Kit,의료,21.0,4.4,0.3,4,28,16,1,2024-05-13,0,False
SUPP04466,17C,ITEM018,Bandage,의료,34.0,7.0,0.23,4,49,10,1,2024-05-11,1,True
SUPP04467,11A,ITEM014,Canned Meat,식량,31.0,6.5,0.26,6,53,20,1,2024-06-06,0,False
SUPP04468,18C,ITEM020,Toothpaste,위생,43.0,8.8,0.49,5,64,20,1,2024-04-12,0,False
SUPP04469,21C,ITEM004,Canned Food,식량,47.0,9.7,0.26,2,65,20,1,2024-04-04,0,False
SUPP04470,21C,ITEM008,Rice Pack,식량,26.0,5.3,0.4,2,35,20,1,2024-06-22,1,True
SUPP04471,15C,ITEM008,Rice Pack,식량,30.0,6.2,0.17,2,46,20,1,2024-01-27,1,True
SUPP04472,31A,ITEM016,Printer Ink,사무,25.0,5.2,0.48,4,30,20,1,2024-06-21,0,False
SUPP04473,33B,ITEM010,Mask,위생,22.0,4.6,0.31,6,37,20,1,2024-02-06,0,False
SUPP04474,15C,ITEM017,Combat Boots,의복,16.0,3.4,0.45,2,23,20,1,2024-05-16,0,False
SUPP04475,39C,ITEM001,Toilet Paper,위생,8.820440127630267,10.071065483666938,0.47,5,64,30,1,2024-03-01,0,False
SUPP04476,29B,ITEM018,Bandage,의료,30.0,6.3,0.28,3,37,10,1,2024-02-04,1,True
SUPP04477,17C,ITEM010,Mask,위생,18.0,3.8,0.16,4,14,20,1,2024-04-15,0,False
SUPP04478,39C,ITEM004,Canned Food,식량,42.0,8.6,0.36,5,68,20,1,2024-02-16,0,False
SUPP04479,40A,ITEM001,Toilet Paper,위생,12.68878873473247,8.739695150627703,0.25,3,57,30,1,2024-05-28,0,False
SUPP04480,36B,ITEM004,Canned Food,식량,39.0,8.1,0.46,2,59,20,1,2024-05-24,0,False
SUPP04481,18A,ITEM004,Canned Food,식량,39.0,8.0,0.18,5,58,20,1,2024-02-24,1,True
SUPP04482,12C,ITEM004,Canned Food,식량,41.0,8.4,0.4,4,56,20,1,2024-03-28,0,False
