soldier_id,unit_code,region,lat,lon,rank,facility_type,facility_usage,usage_frequency_per_week,satisfaction_score,distance_to_facility,has_private_space,mental_wellbeing_score,date,facility_access_score,expected_mental_score,mental_gap_score,expected_mental_score_adj,expected_mental_score_v4
S20240705517,24사단,강원권,37.064053,127.404133,상병,노래방,0,3,3,131.9,격리형,2,2024-10-01,-31.90000000000001,0.7,1.05,0.7,0.95
S20240705518,24사단,수도권,35.647399,127.164539,일병,PX,1,3,5,432.0,침상형,2,2024-09-21,-332.0,-5.8,0.14135388881246613,-5.3,-5.85
S20240705519,15사단,강원권,37.329118,128.39674,병장,PX,1,4,4,315.0,침상형,1,2024-09-21,-215.0,-3.38,0.970415250425434,-2.88,-3.33
S20240705520,19사단,영남권,35.667368,126.774334,일병,노래방,1,0,5,426.2,침상형,1,2024-09-15,-326.2,-5.65,0.9408526554090443,-5.15,-5.7
S20240705521,21사단,전라권,35.850228,127.81049,상병,상담실,0,3,3,273.5,격리형,1,2024-07-26,-173.5,-2.84,0.1251276365012317,-2.84,-2.83
S20240705522,13사단,수도권,38.145154,128.791418,일병,노래방,0,1,4,430.2,침상형,1,2024-07-21,-330.2,-6.25,0.6191627998277351,-5.25,-6.41
S20240705523,24사단,강원권,37.276375,129.137785,상병,노래방,0,2,4,136.9,격리형,2,2024-10-28,-36.900000000000006,1.08,0.5800000000000001,2.08,1.42
S20240705524,19사단,충청권,36.094794,127.196136,병장,체력단련실,0,2,5,245.8,격리형,1,2024-11-07,-145.8,-1.15,1.89,-0.6499999999999999,-0.89
S20240705525,24사단,전라권,38.175347,126.687233,이병,노래방,1,3,4,409.8,격리형,2,2024-12-22,-309.8,-5.74,0.4823492676405842,-4.74,-5.86
S20240705526,21사단,강원권,37.16681,127.842385,이병,상담실,1,1,2,155.5,격리형,1,2024-10-16,-55.5,-0.39,1.28,-0.39,-0.28
S20240705527,25사단,영남권,37.886849,129.269551,상병,상담실,0,2,1,190.8,침상형,1,2024-12-05,-90.8,-1.77,2.8200000000000003,-1.77,-1.82
S20240705528,16사단,강원권,38.14292,129.360167,이병,독서실,0,1,5,472.7,격리형,6,2024-07-27,-372.7,-6.82,1.1804080538114727,-6.32,-6.94
S20240705529,14사단,영남권,37.280613,128.03001,이병,체력단련실,1,4,5,498.5,격리형,2,2024-09-09,-398.5,-7.46,0.019590406124366078,-6.96,-7.63
S20240705530,17사단,전라권,36.275162,129.223891,이병,노래방,0,3,2,228.1,격리형,1,2024-11-25,-128.1,-2.2,0.08404417702788058,-2.2,-2.22
S20240705531,18사단,전라권,37.293588,126.570181,일병,독서실,1,0,5,222.7,침상형,1,2024-08-19,-122.7,-0.57,1.27,0.43,-0.27
S20240705532,16사단,수도권,37.481482,129.238566,일병,PX,0,3,6,198.4,격리형,2,2024-10-03,-98.4,0.54,1.02,1.04,0.98
S20240705533,15사단,수도권,38.11896,126.61002,상병,체력단련실,0,2,2,138.5,침상형,1,2024-07-23,-38.5,0.04,0.83,0.04,0.17
S20240705534,16사단,강원권,35.506133,127.210401,이병,PX,0,2,7,461.1,격리형,1,2024-11-18,-361.1,-5.53,1.4122630434405123,-5.03,-5.43
S20240705535,15사단,충청권,35.55092,128.667535,병장,PX,1,3,6,393.6,격리형,2,2024-09-19,-293.6,-4.34,0.9017730384271463,-3.34,-4.23
S20240705536,18사단,강원권,38.115055,126.971865,상병,독서실,0,1,3,281.3,격리형,1,2024-11-09,-181.3,-3.03,0.3338432988241613,-3.03,-3.03
S20240705537,11사단,전라권,37.425172,128.404556,상병,체력단련실,0,2,3,228.7,침상형,5,2024-11-19,-128.7,-1.72,0.6690315798262656,-1.72,-1.63
S20240705538,21사단,전라권,36.420039,126.719511,상병,체력단련실,1,3,2,347.0,침상형,1,2024-07-20,-247.0,-5.18,0.451433329249919,-5.18,-5.39
S20240705539,17사단,강원권,37.970072,127.322073,병장,독서실,0,4,2,469.1,침상형,6,2024-11-01,-369.1,-8.23,14.64,-8.23,-8.64
S20240705540,25사단,강원권,36.144095,126.532903,일병,체력단련실,1,2,5,172.4,격리형,1,2024-07-13,-72.4,0.69,-0.07,1.69,1.07
S20240705541,20사단,충청권,36.696759,127.048865,이병,상담실,1,2,3,341.3,격리형,1,2024-07-03,-241.3,-4.53,5.63,-4.53,-4.63
S20240705542,20사단,충청권,36.703754,127.749166,상병,노래방,1,3,1,278.5,격리형,3,2024-12-22,-178.5,-3.96,0.909255316968635,-3.96,-4.16
S20240705543,21사단,충청권,37.155575,127.582808,병장,상담실,0,4,5,382.7,침상형,2,2024-11-08,-282.7,-4.57,0.4471220313108352,-3.5700000000000003,-4.54
S20240705544,12사단,영남권,36.012347,128.325981,이병,PX,1,3,4,454.6,침상형,1,2024-11-06,-354.6,-6.86,1.0059919080684718,-5.86,-7.06
S20240705545,25사단,영남권,38.17469,129.485967,이병,체력단련실,0,2,1,305.7,침상형,1,2024-09-28,-205.7,-4.64,0.9729107199965079,-4.64,-4.89
S20240705546,24사단,강원권,35.54093,128.742487,이병,체력단련실,0,0,4,385.3,침상형,1,2024-11-29,-285.3,-5.13,1.4352255374820637,-4.13,-5.21
S20240705547,19사단,전라권,37.772785,126.629516,병장,독서실,1,4,2,378.5,격리형,1,2024-08-04,-278.5,-5.96,1.0727758144105137,-5.96,-6.23
S20240705548,11사단,수도권,38.222767,127.25581,상병,독서실,0,3,3,280.2,격리형,9,2024-07-14,-180.2,-3.0,0.9866131860168794,-3.0,-3.01
S20240705549,21사단,수도권,37.483802,126.514668,병장,독서실,0,4,5,386.2,격리형,2,2024-11-18,-286.2,-4.65,6.63,-4.15,-4.63
S20240705550,20사단,전라권,37.014913,127.918187,상병,체력단련실,1,2,2,446.1,침상형,1,2024-12-22,-346.1,-7.65,1.0605682363259856,-7.65,-8.03
S20240705551,16사단,영남권,36.441689,127.501725,상병,체력단련실,1,4,1,211.5,격리형,1,2024-08-19,-111.5,-2.29,1.221484021319553,-2.29,-2.37
S20240705552,19사단,영남권,36.501723,129.331337,이병,독서실,1,2,4,113.1,침상형,2,2024-09-16,-13.099999999999994,1.67,-0.0499999999999998,2.17,2.05
S20240705553,11사단,전라권,38.441181,127.172922,일병,상담실,1,3,4,252.7,격리형,8,2024-12-01,-152.7,-1.82,0.7245511189909299,-0.8200000000000001,-1.67
S20240705554,14사단,강원권,37.177122,127.410057,병장,상담실,0,3,3,354.8,격리형,2,2024-07-03,-254.8,-4.87,0.05646486556795571,-4.87,-4.99
S20240705555,14사단,전라권,37.834498,127.1254,병장,체력단련실,0,2,4,269.3,격리형,1,2024-12-26,-169.3,-2.23,3.11,-1.73,-2.11
S20240705556,25사단,충청권,37.294385,129.22814,일병,노래방,1,1,3,262.4,침상형,1,2024-08-09,-162.39999999999998,-2.56,1.381146989155243,-2.56,-2.53
S20240705557,19사단,수도권,36.794036,126.501929,병장,노래방,1,4,1,266.7,격리형,3,2024-12-11,-166.7,-3.67,0.4280112410963989,-3.67,-3.85
S20240705558,21사단,영남권,37.021799,127.612578,병장,노래방,1,5,1,135.2,침상형,1,2024-08-20,-35.19999999999999,-0.38,1.34,-0.38,-0.34
S20240705559,15사단,전라권,36.804956,128.513704,병장,체력단련실,1,4,4,391.5,침상형,1,2024-07-01,-291.5,-5.29,6.37,-4.79,-5.37
S20240705560,15사단,충청권,36.832165,126.562732,이병,상담실,0,0,5,487.1,침상형,1,2024-10-12,-387.1,-7.18,1.3933988087411853,-6.68,-7.32
S20240705561,16사단,수도권,37.825262,127.635427,병장,PX,1,3,3,262.9,격리형,1,2024-12-08,-162.89999999999998,-2.57,1.4530664849106891,-2.57,-2.54
S20240705562,11사단,영남권,35.778806,127.786225,상병,노래방,0,3,1,203.8,격리형,6,2024-11-12,-103.8,-2.1,1.1486977164053236,-2.1,-2.17
S20240705563,11사단,충청권,38.376011,126.529518,병장,독서실,0,4,2,390.7,침상형,1,2024-10-25,-290.7,-6.27,0.8442242703027102,-6.27,-6.55
S20240705564,25사단,수도권,36.402958,128.195773,일병,노래방,0,2,2,190.7,격리형,1,2024-10-24,-90.7,-1.27,1.062823007345126,-1.27,-1.22
S20240705565,19사단,전라권,37.249483,128.957242,상병,상담실,0,2,1,330.2,침상형,1,2024-08-21,-230.2,-5.26,1.1965285180608685,-5.26,-5.54
S20240705566,13사단,전라권,37.145456,128.050062,상병,독서실,0,1,5,135.2,격리형,2,2024-10-28,-35.19999999999999,1.62,-0.06,2.12,2.06
S20240705567,14사단,전라권,35.774112,127.812607,일병,상담실,0,1,4,196.5,침상형,1,2024-11-16,-96.5,-0.41,1.17,0.09,-0.17
S20240705568,11사단,영남권,38.210331,129.363686,이병,상담실,0,0,2,368.0,침상형,1,2024-12-02,-268.0,-5.7,0.4596005720554027,-5.7,-5.95
S20240705569,19사단,전라권,37.691104,127.585747,이병,노래방,1,2,1,206.8,격리형,2,2024-11-19,-106.8,-2.17,4.25,-2.17,-2.25
S20240705570,25사단,영남권,37.183353,129.240434,상병,상담실,0,3,3,481.5,침상형,1,2024-09-24,-381.5,-8.04,9.37,-8.04,-8.37
S20240705571,18사단,수도권,36.269865,127.741647,이병,체력단련실,1,0,2,451.4,격리형,2,2024-08-15,-351.4,-7.78,1.0684574718646975,-7.78,-8.17
S20240705572,12사단,수도권,36.157041,128.974085,일병,노래방,1,2,5,435.9,침상형,1,2024-09-14,-335.9,-5.9,6.96,-5.4,-5.96
S20240705573,18사단,전라권,37.460001,127.169569,상병,상담실,1,5,4,369.9,격리형,1,2024-07-10,-269.9,-4.75,1.1660702458672878,-4.25,-4.8
S20240705574,25사단,전라권,36.979267,128.519843,일병,체력단련실,0,2,4,280.7,격리형,2,2024-11-29,-180.7,-2.52,4.42,-2.02,-2.42
S20240705575,17사단,수도권,37.773897,128.405649,상병,상담실,1,2,1,240.0,침상형,2,2024-08-30,-140.0,-3.0,1.4242210733878853,-3.0,-3.13
S20240705576,21사단,충청권,36.035272,127.159403,일병,독서실,0,3,5,215.7,격리형,1,2024-07-18,-115.7,-0.39,1.09,0.61,-0.09
S20240705577,16사단,수도권,37.873428,128.665654,상병,노래방,1,5,2,222.0,침상형,1,2024-09-24,-122.0,-2.05,3.05,-2.05,-2.05
S20240705578,11사단,전라권,37.329173,128.296098,이병,독서실,0,2,1,220.4,격리형,3,2024-11-14,-120.4,-2.51,0.02070326852446963,-2.51,-2.61
S20240705579,25사단,수도권,36.252078,127.616976,이병,PX,0,1,2,292.2,격리형,1,2024-11-22,-192.2,-3.8,0.8548429559426511,-3.8,-3.93
S20240705580,17사단,충청권,37.750912,128.935331,일병,체력단련실,0,2,5,322.8,침상형,1,2024-11-05,-222.8,-3.07,0.7717125976099042,-2.07,-2.94
S20240705581,20사단,강원권,36.945762,129.120974,상병,독서실,0,4,4,194.8,침상형,1,2024-10-12,-94.8,-0.37,1.13,0.13,-0.13
S20240705582,17사단,전라권,36.799298,127.804262,상병,PX,1,3,4,299.4,침상형,2,2024-11-18,-199.4,-2.98,4.92,-2.48,-2.92
S20240705583,23사단,영남권,36.966639,127.771064,일병,체력단련실,0,2,1,139.3,침상형,1,2024-12-25,-39.30000000000001,-0.48,1.45,-0.48,-0.45
S20240705584,24사단,충청권,37.452877,128.55582,병장,노래방,0,5,4,269.2,격리형,1,2024-10-09,-169.2,-2.23,3.11,-1.23,-2.11
S20240705585,19사단,수도권,37.462909,128.342736,일병,체력단련실,1,2,1,369.5,침상형,1,2024-07-06,-269.5,-6.24,1.2832237120041783,-6.24,-6.59
S20240705586,11사단,강원권,37.668631,127.796235,상병,독서실,0,5,1,452.8,침상형,1,2024-09-23,-352.8,-8.32,1.3226280724597503,-8.32,-8.81
S20240705587,12사단,충청권,36.244237,127.474133,상병,PX,0,1,5,445.0,격리형,9,2024-08-20,-345.0,-6.12,15.2,-5.62,-6.2
S20240705588,21사단,강원권,35.576886,128.329811,병장,독서실,0,4,3,218.9,침상형,9,2024-08-05,-118.9,-1.47,1.4953356674539495,-1.47,-1.37
S20240705589,19사단,강원권,36.719331,129.351909,병장,독서실,0,5,1,486.7,침상형,1,2024-09-09,-386.7,-9.17,1.0533632698473792,-9.17,-9.71
S20240705590,23사단,수도권,35.883297,128.37161,병장,상담실,0,6,4,439.7,격리형,2,2024-10-08,-339.7,-6.49,0.29799120163915993,-5.99,-6.66
S20240705591,19사단,충청권,35.939214,127.609096,이병,PX,1,1,2,245.3,격리형,6,2024-07-25,-145.3,-2.63,8.67,-2.63,-2.67
S20240705592,23사단,강원권,35.941297,127.57149,상병,독서실,1,3,5,193.7,격리형,2,2024-11-16,-93.7,0.16,1.5,0.66,0.5
S20240705593,16사단,강원권,37.584803,128.315124,병장,상담실,0,5,2,233.2,침상형,1,2024-08-13,-133.2,-2.33,0.36703603719760625,-2.33,-2.35
S20240705594,16사단,전라권,38.361047,128.865162,이병,상담실,0,1,5,412.0,침상형,1,2024-07-14,-312.0,-5.3,0.9276357471751537,-4.8,-5.32
S20240705595,14사단,강원권,35.632579,126.711864,일병,PX,0,1,3,406.0,격리형,2,2024-07-29,-306.0,-6.15,0.3264421489982653,-6.15,-6.36
S20240705596,14사단,수도권,38.435281,128.033053,이병,노래방,0,1,1,351.6,침상형,1,2024-09-12,-251.6,-5.79,1.1967822403425754,-5.79,-6.11
S20240705597,15사단,수도권,36.798346,128.188354,상병,상담실,0,2,4,243.9,격리형,2,2024-08-19,-143.9,-1.6,1.2345472192809412,-1.1,-1.44
S20240705598,13사단,충청권,35.924476,129.334659,병장,독서실,0,2,2,397.9,침상형,1,2024-07-05,-297.9,-6.45,7.74,-6.45,-6.74
S20240705599,11사단,충청권,37.531246,129.465851,병장,PX,1,3,2,461.1,격리형,1,2024-10-18,-361.1,-8.03,0.5608250214034236,-8.03,-8.43
S20240705600,25사단,영남권,36.166425,127.283578,상병,체력단련실,1,1,2,374.7,격리형,1,2024-10-30,-274.7,-5.87,7.13,-5.87,-6.13
S20240705601,11사단,충청권,36.52225,126.889896,이병,상담실,1,1,2,213.5,격리형,1,2024-09-26,-113.5,-1.84,1.2504511460404972,-1.84,-1.83
S20240705602,22사단,전라권,35.821729,128.345396,병장,체력단련실,0,5,4,372.8,격리형,1,2024-08-26,-272.8,-4.82,0.3255459308293875,-4.32,-4.87
S20240705603,25사단,수도권,35.592123,129.427552,병장,독서실,1,4,4,354.4,격리형,1,2024-07-26,-254.4,-4.36,0.4028891995365718,-3.86,-4.38
S20240705604,23사단,전라권,36.014576,126.9715,상병,PX,1,2,6,388.4,격리형,5,2024-07-06,-288.4,-4.21,0.5320909770180531,-3.71,-4.09
S20240705605,17사단,영남권,38.358966,129.222188,일병,독서실,0,2,5,360.3,침상형,1,2024-11-21,-260.3,-4.01,0.9251736261115211,-3.01,-3.94
S20240705606,11사단,충청권,36.365873,129.140143,이병,상담실,1,1,4,363.6,격리형,2,2024-08-29,-263.6,-4.59,6.63,-3.59,-4.63
S20240705607,11사단,전라권,35.579299,128.603824,병장,노래방,0,3,4,224.2,침상형,1,2024-10-08,-124.2,-1.1,1.91,-0.6000000000000001,-0.91
S20240705608,13사단,수도권,35.705315,128.646094,이병,체력단련실,0,0,1,216.9,침상형,1,2024-07-12,-116.9,-2.42,0.4372083328100013,-2.42,-2.52
S20240705609,20사단,전라권,38.060221,129.488086,병장,체력단련실,1,3,4,432.2,침상형,1,2024-09-13,-332.2,-6.3,0.6645078971544338,-5.8,-6.46
S20240705610,25사단,전라권,37.07028,126.597595,일병,독서실,1,2,1,251.3,침상형,1,2024-07-03,-151.3,-3.28,1.0031616429608081,-3.28,-3.43
S20240705611,14사단,영남권,38.24064,128.554435,일병,노래방,0,5,2,275.9,침상형,2,2024-09-01,-175.89999999999998,-3.4,0.27657097733175284,-3.4,-3.49
S20240705612,14사단,충청권,36.701431,129.212994,일병,상담실,1,3,6,349.4,격리형,1,2024-11-11,-249.4,-3.23,0.7238269586082777,-2.23,-3.05
S20240705613,12사단,전라권,37.98095,128.527731,병장,독서실,1,3,3,304.1,침상형,1,2024-07-19,-204.1,-3.6,4.640000000000001,-3.6,-3.64
S20240705614,11사단,강원권,35.755575,128.411566,병장,독서실,1,4,5,217.4,격리형,1,2024-07-18,-117.4,-0.44,1.13,0.56,-0.13
S20240705615,13사단,충청권,37.899675,127.836548,상병,상담실,0,3,5,357.3,격리형,1,2024-09-18,-257.3,-3.93,4.859999999999999,-2.93,-3.86
S20240705616,21사단,전라권,38.377989,129.330235,병장,상담실,0,3,2,188.1,침상형,1,2024-12-18,-88.1,-1.2,1.1380743108688958,-1.2,-1.15
S20240705617,14사단,수도권,37.972629,126.573286,상병,독서실,1,3,6,215.0,침상형,1,2024-09-11,-115.0,0.12,0.47,0.62,0.53
S20240705618,13사단,전라권,37.94775,126.791428,이병,독서실,1,1,4,462.1,격리형,1,2024-11-08,-362.1,-7.05,0.8217931682176927,-6.55,-7.26
S20240705619,18사단,영남권,37.244072,127.678272,일병,노래방,0,0,3,235.6,격리형,2,2024-11-03,-135.6,-1.89,0.7023784179205872,-1.89,-1.82
S20240705620,24사단,수도권,37.439217,126.709799,일병,노래방,1,1,3,115.8,격리형,3,2024-09-10,-15.799999999999995,1.1,1.62,1.1,1.38
S20240705621,20사단,충청권,36.980705,128.111204,일병,독서실,1,2,4,314.9,침상형,1,2024-08-07,-214.9,-3.37,4.33,-2.87,-3.33
S20240705622,11사단,전라권,38.243901,128.829498,병장,PX,1,4,2,247.2,격리형,1,2024-09-06,-147.2,-2.68,0.4281741219061262,-2.68,-2.73
S20240705623,24사단,강원권,36.241568,129.39818,이병,PX,1,2,3,363.4,침상형,1,2024-12-19,-263.4,-5.08,6.22,-5.08,-5.22
S20240705624,12사단,전라권,38.124672,127.554257,이병,체력단련실,0,2,3,357.9,격리형,2,2024-09-18,-257.9,-4.95,7.08,-4.95,-5.08
S20240705625,23사단,충청권,35.681127,129.339923,상병,체력단련실,1,3,3,375.1,격리형,1,2024-08-11,-275.1,-5.38,1.3343555342686142,-5.38,-5.54
S20240705626,17사단,충청권,37.004536,128.108991,이병,체력단련실,1,3,5,129.8,격리형,3,2024-09-02,-29.80000000000001,1.75,0.79,2.25,2.21
S20240705627,14사단,충청권,38.30474,127.224122,상병,PX,0,3,4,307.0,격리형,1,2024-12-29,-207.0,-3.18,1.3992866189440714,-2.68,-3.12
S20240705628,18사단,강원권,38.062731,127.122486,이병,체력단련실,1,2,1,385.3,침상형,1,2024-09-16,-285.3,-6.63,0.696176770780095,-6.63,-7.01
S20240705629,21사단,강원권,38.351486,127.533557,일병,노래방,0,2,6,368.7,격리형,8,2024-11-04,-268.7,-3.72,0.23158850913569373,-2.72,-3.57
S20240705630,23사단,강원권,38.134512,128.918549,상병,체력단련실,0,2,4,361.3,격리형,2,2024-10-13,-261.3,-4.53,1.0892144356722262,-4.03,-4.57
S20240705631,13사단,전라권,37.085385,127.523759,병장,PX,0,4,1,153.6,침상형,1,2024-09-14,-53.6,-0.84,1.83,-0.84,-0.83
S20240705632,16사단,영남권,37.699915,127.363173,이병,상담실,1,1,4,165.4,격리형,7,2024-12-12,-65.4,0.36,1.3468231201093257,1.36,0.66
S20240705633,19사단,충청권,37.29515,129.412608,이병,독서실,0,1,5,422.2,격리형,7,2024-11-09,-322.2,-5.56,12.59,-5.06,-5.59
S20240705634,11사단,영남권,38.111605,129.076174,상병,상담실,1,3,3,411.7,침상형,1,2024-11-07,-311.7,-6.29,7.51,-6.29,-6.51
S20240705635,11사단,충청권,37.918671,128.120295,일병,독서실,0,2,4,373.8,격리형,1,2024-10-30,-273.8,-4.85,1.2808002769039375,-4.35,-4.9
S20240705636,18사단,충청권,37.14489,126.886543,일병,독서실,0,1,4,107.8,침상형,6,2024-08-13,-7.799999999999997,1.81,3.81,2.31,2.19
S20240705637,13사단,충청권,35.954019,127.334671,병장,PX,1,4,2,422.4,침상형,1,2024-10-10,-322.4,-7.06,0.8952472557947886,-7.06,-7.4
S20240705638,15사단,충청권,36.283903,129.37195,이병,독서실,0,2,6,299.4,격리형,1,2024-08-31,-199.4,-1.98,0.8499701236861907,-1.48,-1.72
S20240705639,11사단,영남권,38.453017,127.06674,병장,PX,1,3,5,357.7,격리형,6,2024-07-01,-257.7,-3.94,0.22512750097132855,-3.44,-3.87
S20240705640,15사단,충청권,37.53934,127.309496,병장,상담실,1,5,5,492.6,격리형,3,2024-07-17,-392.6,-7.32,0.26261708150514107,-6.32,-7.47
S20240705641,21사단,전라권,37.058866,126.620765,이병,독서실,0,3,4,269.2,격리형,1,2024-07-16,-169.2,-2.23,0.1154353863894656,-1.73,-2.11
S20240705642,16사단,강원권,35.829359,127.254734,병장,PX,1,3,1,294.3,격리형,1,2024-07-09,-194.3,-4.36,1.4579089107724421,-4.36,-4.58
S20240705643,18사단,전라권,38.298631,128.727456,상병,독서실,0,2,5,276.0,격리형,7,2024-12-28,-176.0,-1.9,0.5033527553494443,-1.4,-1.69
S20240705644,23사단,충청권,37.011837,128.553593,병장,PX,0,3,2,317.4,침상형,1,2024-08-28,-217.4,-4.43,0.47353297730079175,-4.43,-4.6
S20240705645,24사단,충청권,36.349918,129.433017,상병,독서실,1,3,3,174.4,격리형,1,2024-10-27,-74.4,-0.36,1.18,-0.36,-0.18
S20240705646,13사단,강원권,37.653633,127.308047,병장,상담실,1,2,1,169.6,침상형,1,2024-11-14,-69.6,-1.24,1.016676062289967,-1.24,-1.26
S20240705647,13사단,충청권,38.10169,126.729952,이병,체력단련실,0,0,3,422.6,침상형,1,2024-11-17,-322.6,-6.57,0.9266134052124537,-6.57,-6.8
S20240705648,22사단,강원권,36.583803,128.490777,상병,독서실,1,2,6,155.5,침상형,1,2024-10-27,-55.5,1.61,-1.12,2.1100000000000003,2.12
S20240705649,21사단,전라권,36.51484,128.666941,이병,PX,1,3,4,200.2,격리형,2,2024-08-10,-100.2,-0.5,2.27,0.0,-0.27
S20240705650,21사단,영남권,38.180718,128.505067,이병,PX,0,3,4,443.4,격리형,1,2024-11-20,-343.4,-6.58,1.1507568587960821,-6.08,-6.76
S20240705651,20사단,수도권,36.515146,127.003101,상병,상담실,0,2,4,195.7,침상형,1,2024-09-04,-95.7,-0.39,1.15,0.1099999999999999,-0.15
S20240705652,19사단,충청권,38.043591,128.689683,일병,노래방,0,1,2,375.6,격리형,1,2024-09-13,-275.6,-5.89,1.0510164649372697,-5.89,-6.15
S20240705653,14사단,영남권,37.243987,127.441656,병장,체력단련실,0,4,6,446.4,침상형,1,2024-07-11,-346.4,-5.66,6.64,-5.16,-5.64
S20240705654,25사단,충청권,37.59566,129.156264,일병,PX,1,2,2,387.3,침상형,1,2024-07-08,-287.3,-6.18,0.31793587016651104,-6.18,-6.46
S20240705655,14사단,수도권,38.367977,127.078104,이병,상담실,1,0,6,216.6,격리형,2,2024-12-30,-116.6,0.08,1.51,1.08,0.49
S20240705656,22사단,강원권,37.830038,126.620697,일병,상담실,1,1,4,427.4,침상형,1,2024-11-11,-327.4,-6.18,1.0705868958889955,-5.18,-6.33
S20240705657,17사단,강원권,37.645074,127.014467,상병,노래방,0,2,4,446.6,격리형,1,2024-12-28,-346.6,-6.67,1.2951017378571887,-6.17,-6.84
S20240705658,12사단,전라권,36.367939,127.957207,이병,체력단련실,1,1,5,102.7,격리형,3,2024-11-25,-2.700000000000003,2.43,0.0699999999999998,3.43,2.93
S20240705659,18사단,영남권,36.627761,126.687361,상병,노래방,0,3,6,451.2,격리형,3,2024-12-14,-351.2,-5.78,8.77,-5.28,-5.77
S20240705660,16사단,영남권,36.521681,128.470384,일병,체력단련실,0,0,6,214.1,격리형,2,2024-10-07,-114.1,0.15,1.44,0.65,0.56
S20240705661,13사단,수도권,36.772545,127.683689,상병,독서실,1,5,2,371.4,격리형,1,2024-09-10,-271.4,-5.78,0.1661143133940512,-5.78,-6.04
S20240705662,19사단,강원권,38.150008,128.697268,이병,독서실,0,2,2,300.3,격리형,2,2024-10-21,-200.3,-4.01,6.14,-4.01,-4.14
S20240705663,15사단,강원권,36.033412,129.380307,이병,체력단련실,1,2,3,278.6,침상형,2,2024-10-15,-178.60000000000002,-2.97,1.3275233834387927,-2.97,-2.96
S20240705664,18사단,영남권,37.663986,128.929185,이병,노래방,0,1,4,253.2,침상형,2,2024-08-03,-153.2,-1.83,1.3631842649838164,-1.33,-1.69
S20240705665,17사단,강원권,36.138137,127.516512,상병,체력단련실,1,2,7,416.7,격리형,1,2024-08-26,-316.7,-4.42,0.9487812712611953,-3.92,-4.25
S20240705666,24사단,강원권,37.537605,128.990856,일병,PX,1,1,1,434.6,격리형,1,2024-10-25,-334.6,-7.86,9.32,-7.86,-8.32
S20240705667,18사단,전라권,38.216141,126.837125,상병,상담실,0,2,5,422.5,격리형,1,2024-10-28,-322.5,-5.56,1.3949666134202856,-5.06,-5.6
S20240705668,17사단,전라권,37.577352,128.258224,병장,상담실,1,4,3,169.6,침상형,1,2024-11-24,-69.6,-0.24,1.06,-0.24,-0.06
S20240705669,13사단,충청권,36.546527,129.15991,상병,상담실,0,4,3,308.2,격리형,1,2024-09-09,-208.2,-3.7,0.6018017464906331,-3.7,-3.75
S20240705670,12사단,강원권,36.728468,127.803054,상병,독서실,1,1,4,296.4,격리형,2,2024-12-06,-196.4,-2.91,0.3755565833941428,-1.91,-2.84
S20240705671,17사단,영남권,36.966811,128.859748,병장,상담실,0,3,4,315.1,격리형,1,2024-08-09,-215.1,-3.38,0.9905794744489037,-2.88,-3.34
S20240705672,13사단,강원권,36.840158,127.145228,상병,PX,1,3,4,197.4,격리형,1,2024-11-19,-97.4,-0.44,1.2,0.56,-0.2
S20240705673,13사단,전라권,36.312465,126.988547,병장,노래방,0,4,5,295.6,격리형,7,2024-10-11,-195.6,-2.39,1.0588254795326246,-1.39,-2.22
S20240705674,12사단,영남권,35.744773,127.002185,상병,노래방,0,2,2,322.3,침상형,1,2024-11-01,-222.3,-4.56,5.73,-4.56,-4.73
S20240705675,14사단,전라권,38.102406,127.258325,이병,상담실,0,1,1,330.7,침상형,1,2024-10-31,-230.7,-5.27,1.2645806360686531,-5.27,-5.55
S20240705676,18사단,충청권,35.882952,127.070806,상병,상담실,1,3,3,278.4,격리형,2,2024-10-08,-178.39999999999998,-2.96,0.26634531746202145,-2.96,-2.96
S20240705677,22사단,강원권,36.382562,127.96248,이병,PX,1,0,5,365.8,격리형,2,2024-12-12,-265.8,-4.15,1.0109596690115954,-3.65,-4.09
S20240705678,11사단,충청권,38.064222,128.373955,상병,독서실,0,2,2,201.0,침상형,1,2024-12-19,-101.0,-1.52,0.6744885326695781,-1.52,-1.49
S20240705679,11사단,강원권,37.215049,128.582764,상병,PX,1,1,6,477.3,격리형,9,2024-11-14,-377.3,-6.43,15.46,-5.93,-6.46
S20240705680,22사단,전라권,35.768065,128.810885,병장,독서실,1,5,5,370.7,침상형,1,2024-08-27,-270.7,-4.27,1.1196226632367576,-3.77,-4.22
S20240705681,24사단,수도권,38.076012,127.10192,상병,상담실,0,3,1,393.1,침상형,1,2024-11-25,-293.1,-6.83,8.219999999999999,-6.83,-7.22
S20240705682,15사단,강원권,36.081035,127.347428,이병,독서실,0,0,5,139.3,침상형,7,2024-10-17,-39.30000000000001,1.52,0.9566350214997091,2.02,1.95
S20240705683,21사단,강원권,38.07893,128.998249,상병,노래방,1,2,3,433.3,침상형,1,2024-10-29,-333.3,-6.83,8.09,-6.83,-7.09
S20240705684,15사단,충청권,37.361125,127.509095,상병,상담실,0,1,4,321.4,침상형,1,2024-09-30,-221.4,-3.53,0.43416863549735124,-3.03,-3.5
S20240705685,21사단,강원권,35.939484,127.453955,병장,상담실,1,3,2,230.4,침상형,1,2024-08-19,-130.4,-2.26,1.027298385520564,-2.26,-2.28
